Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
9,1685041020692,25/05/2023 18:57:00,1685019420692,-6,25/05/2023 06:57:00,127819,12,task-t5nj,,29719878,BLIND,8842079,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x780,360x699,,collocation,7,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,13284.674999988078,13269.114999999998,13284.674999988078,13284.674999988078,13269.114999999998,13284.674999988078,1,13284.674999988078,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
10,1685041020758,25/05/2023 18:57:00,1685019420758,-6,25/05/2023 06:57:00,127819,12,task-t5nj,,29719878,BLIND,8842079,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x780,360x699,,collocation,7,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,82.25999999105989,66.2019999999975,82.25999999105989,82.25999999105989,66.2019999999975,82.25999999105989,1,82.25999999105989,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
11,1685041031317,25/05/2023 18:57:11,1685019431317,-6,25/05/2023 06:57:11,127819,12,task-t5nj,,29719878,BLIND,8842079,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x780,360x699,,collocation,7,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,10574.04,10557.498,10574.04,10574.04,10557.498,10574.04,1,10574.04,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
12,1685041031334,25/05/2023 18:57:11,1685019431334,-6,25/05/2023 06:57:11,127819,12,task-t5nj,,29719878,BLIND,8842079,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x780,360x699,,collocation,7,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685041133900,25/05/2023 18:58:53,1685019533900,-6,25/05/2023 06:58:53,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1685041293611,25/05/2023 19:01:33,1685019693611,-6,25/05/2023 07:01:33,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,159720,159703,159720,159720,159703,159720,1,159720,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
3,1685041368549,25/05/2023 19:02:48,1685019768549,-6,25/05/2023 07:02:48,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,74961,74948,74961,74961,74948,74961,1,74961,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
4,1685041374163,25/05/2023 19:02:54,1685019774163,-6,25/05/2023 07:02:54,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,5627,5617,5627,5627,5617,5627,1,5627,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
5,1685041448169,25/05/2023 19:04:08,1685019848169,-6,25/05/2023 07:04:08,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,74016,73999,74016,74016,73999,74016,1,74016,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
6,1685041459150,25/05/2023 19:04:19,1685019859150,-6,25/05/2023 07:04:19,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,10998,10982,10998,10998,10982,10998,1,10998,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
7,1685041466924,25/05/2023 19:04:26,1685019866924,-6,25/05/2023 07:04:26,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,7794,7784,7794,7794,7784,7794,1,7794,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
8,1685041483057,25/05/2023 19:04:43,1685019883057,-6,25/05/2023 07:04:43,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,16143,16133,16143,16143,16133,16143,1,16143,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
9,1685041488991,25/05/2023 19:04:48,1685019888991,-6,25/05/2023 07:04:48,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,5944,5935,5944,5944,5935,5944,1,5944,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
10,1685041493768,25/05/2023 19:04:53,1685019893768,-6,25/05/2023 07:04:53,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,4787,4773,4787,4787,4773,4787,1,4787,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
11,1685041496747,25/05/2023 19:04:56,1685019896747,-6,25/05/2023 07:04:56,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,2992,2975,2992,2992,2975,2992,1,2992,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
12,1685041496750,25/05/2023 19:04:56,1685019896750,-6,25/05/2023 07:04:56,127819,12,task-t5nj,,29719932,BLIND,8841940,,complete,,,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,414x896,414x715,,collocation,7,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685041600057,25/05/2023 19:06:40,1685020000057,-6,25/05/2023 07:06:40,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1685041613441,25/05/2023 19:06:53,1685020013441,-6,25/05/2023 07:06:53,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,13378,13361,13378,13378,13361,13378,1,13378,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
3,1685041617435,25/05/2023 19:06:57,1685020017435,-6,25/05/2023 07:06:57,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,4022,4005,4022,4022,4005,4022,1,4022,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
4,1685041623114,25/05/2023 19:07:03,1685020023114,-6,25/05/2023 07:07:03,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,5695,5678,5695,5695,5678,5695,1,5695,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
5,1685041624582,25/05/2023 19:07:04,1685020024582,-6,25/05/2023 07:07:04,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,1484,1468,1484,1484,1468,1484,1,1484,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
6,1685041625267,25/05/2023 19:07:05,1685020025267,-6,25/05/2023 07:07:05,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,701,685,701,701,685,701,1,701,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
7,1685041625885,25/05/2023 19:07:05,1685020025885,-6,25/05/2023 07:07:05,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,636,619,636,636,619,636,1,636,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
8,1685041627991,25/05/2023 19:07:07,1685020027991,-6,25/05/2023 07:07:07,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,2122,2105,2122,2122,2105,2122,1,2122,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
9,1685041628875,25/05/2023 19:07:08,1685020028875,-6,25/05/2023 07:07:08,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,902,885,902,902,885,902,1,902,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
10,1685041634057,25/05/2023 19:07:14,1685020034057,-6,25/05/2023 07:07:14,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,5198,5181,5198,5198,5181,5198,1,5198,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
11,1685041635656,25/05/2023 19:07:15,1685020035656,-6,25/05/2023 07:07:15,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,1615,1599,1615,1615,1599,1615,1,1615,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
12,1685041635667,25/05/2023 19:07:15,1685020035667,-6,25/05/2023 07:07:15,127819,12,task-t5nj,,29720106,BLIND,8842098,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x664,,collocation,7,ABC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685041608347,25/05/2023 19:06:48,1685020008347,-6,25/05/2023 07:06:48,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1685041619773,25/05/2023 19:06:59,1685020019773,-6,25/05/2023 07:06:59,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,11445.384000023842,11429.868,11445.384000023842,11445.384000023842,11429.868,11445.384000023842,1,11445.384000023842,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
3,1685041666100,25/05/2023 19:07:46,1685020066100,-6,25/05/2023 07:07:46,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,46342.01600002384,46337.403,46342.01600002384,46342.01600002384,46337.403,46342.01600002384,1,46342.01600002384,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
4,1685041781883,25/05/2023 19:09:41,1685020181883,-6,25/05/2023 07:09:41,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,115788.31300001193,115784.23000000001,115788.31300001193,115788.31300001193,115784.23000000001,115788.31300001193,1,115788.31300001193,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
5,1685041790838,25/05/2023 19:09:50,1685020190838,-6,25/05/2023 07:09:50,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,8958.583000011917,8942.160000000003,8958.583000011917,8958.583000011917,8942.160000000003,8958.583000011917,1,8958.583000011917,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
6,1685041800615,25/05/2023 19:10:00,1685020200615,-6,25/05/2023 07:10:00,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,9793.223000023834,9779.437999999995,9793.223000023834,9793.223000023834,9779.437999999995,9793.223000023834,1,9793.223000023834,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
7,1685041808601,25/05/2023 19:10:08,1685020208601,-6,25/05/2023 07:10:08,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,8000.184999999998,7991.306000000011,8000.184999999998,8000.184999999998,7991.306000000011,8000.184999999998,1,8000.184999999998,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
8,1685041812989,25/05/2023 19:10:12,1685020212989,-6,25/05/2023 07:10:12,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,4397.079000017868,4389.691999999981,4397.079000017868,4397.079000017868,4389.691999999981,4397.079000017868,1,4397.079000017868,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
9,1685041821618,25/05/2023 19:10:21,1685020221618,-6,25/05/2023 07:10:21,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,8635.987000011926,8626.331999999995,8635.987000011926,8635.987000011926,8626.331999999995,8635.987000011926,1,8635.987000011926,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
10,1685041831567,25/05/2023 19:10:31,1685020231567,-6,25/05/2023 07:10:31,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,9958.455000023852,9944.627999999997,9958.455000023852,9958.455000023852,9944.627999999997,9958.455000023852,1,9958.455000023852,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
11,1685041845805,25/05/2023 19:10:45,1685020245805,-6,25/05/2023 07:10:45,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,14252.527000011934,14250.485000000015,14252.527000011934,14252.527000011934,14250.485000000015,14252.527000011934,1,14252.527000011934,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
12,1685041845809,25/05/2023 19:10:45,1685020245809,-6,25/05/2023 07:10:45,127819,12,task-t5nj,,29720111,BLIND,8842024,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,collocation,7,BCA,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685042009923,25/05/2023 19:13:29,1685020409923,-6,25/05/2023 07:13:29,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1685042015365,25/05/2023 19:13:35,1685020415365,-6,25/05/2023 07:13:35,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,5499.986000000002,5483.275000000001,5499.986000000002,5499.986000000002,5483.275000000001,5499.986000000002,1,5499.986000000002,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
3,1685042022110,25/05/2023 19:13:42,1685020422110,-6,25/05/2023 07:13:42,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,6765.001999952316,6754.967999999999,6765.001999952316,6765.001999952316,6754.967999999999,6765.001999952316,1,6765.001999952316,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
4,1685042029741,25/05/2023 19:13:49,1685020429741,-6,25/05/2023 07:13:49,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,7641.025999999998,7624.304,7641.025999999998,7641.025999999998,7624.304,7641.025999999998,1,7641.025999999998,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
5,1685042038377,25/05/2023 19:13:58,1685020438377,-6,25/05/2023 07:13:58,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,8652.93,8644.341,8652.93,8652.93,8644.341,8652.93,1,8652.93,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
6,1685042048044,25/05/2023 19:14:08,1685020448044,-6,25/05/2023 07:14:08,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,9673.658999999992,9656.735999999997,9673.658999999992,9673.658999999992,9656.735999999997,9673.658999999992,1,9673.658999999992,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
7,1685042048743,25/05/2023 19:14:08,1685020448743,-6,25/05/2023 07:14:08,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,718.3530000000028,709.6020000000062,718.3530000000028,718.3530000000028,709.6020000000062,718.3530000000028,1,718.3530000000028,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
8,1685042053503,25/05/2023 19:14:13,1685020453503,-6,25/05/2023 07:14:13,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,4768.550999952313,4759.363999999994,4768.550999952313,4768.550999952313,4759.363999999994,4768.550999952313,1,4768.550999952313,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
9,1685042064901,25/05/2023 19:14:24,1685020464901,-6,25/05/2023 07:14:24,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,11406.986999904635,11394.062000000005,11406.986999904635,11406.986999904635,11394.062000000005,11406.986999904635,1,11406.986999904635,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
10,1685042067147,25/05/2023 19:14:27,1685020467147,-6,25/05/2023 07:14:27,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,2259.724999856946,2247.456999999995,2259.724999856946,2259.724999856946,2247.456999999995,2259.724999856946,1,2259.724999856946,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
