Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
51,1680011564768,28/03/2023 13:52:44,1680015164768,1,28/03/2023 15:52:44,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,49,main,main,l6tere,1,response,cross.png,1092.5860000476823,1083.2900000000081,1092.5860000476823,1092.5860000476823,1083.2900000000081,1092.5860000476823,1,0,1092.5860000476823,0,0,,Click Response,Response,2,object-19,main,2,skave,cross.png,non,non,,,
52,1680011565648,28/03/2023 13:52:45,1680015165648,1,28/03/2023 15:52:45,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,50,main,main,l6tere,1,response,tick.png,890.0959999999905,883.2979999999807,890.0959999999905,890.0959999999905,883.2979999999807,890.0959999999905,1,0,890.0959999999905,0,0,,Click Response,Response,1,object-18,main,2,flaw,tick.png,word,word,,,
53,1680011566651,28/03/2023 13:52:46,1680015166651,1,28/03/2023 15:52:46,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,51,main,main,l6tere,1,response,tick.png,1009.2980000000098,999.960000000021,1009.2980000000098,1009.2980000000098,999.960000000021,1009.2980000000098,1,0,1009.2980000000098,0,0,,Click Response,Response,1,object-18,main,2,cleanliness,tick.png,word,word,,,
54,1680011567934,28/03/2023 13:52:47,1680015167934,1,28/03/2023 15:52:47,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,52,main,main,l6tere,1,response,cross.png,1292.2380000953563,1283.2819999999774,1292.2380000953563,1292.2380000953563,1283.2819999999774,1292.2380000953563,1,0,1292.2380000953563,0,0,,Click Response,Response,2,object-19,main,2,quirty,cross.png,non,non,,,
55,1680011569066,28/03/2023 13:52:49,1680015169066,1,28/03/2023 15:52:49,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,53,main,main,l6tere,1,response,tick.png,1141.4560000953788,1133.2880000000005,1141.4560000953788,1141.4560000953788,1133.2880000000005,1141.4560000953788,1,0,1141.4560000953788,0,0,,Click Response,Response,1,object-18,main,2,turtle,tick.png,word,word,,,
56,1680011570132,28/03/2023 13:52:50,1680015170132,1,28/03/2023 15:52:50,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,54,main,main,l6tere,1,response,cross.png,1074.0679999523272,1067.994000000006,1074.0679999523272,1074.0679999523272,1067.994000000006,1074.0679999523272,1,0,1074.0679999523272,0,0,,Click Response,Response,2,object-19,main,2,kermshaw,cross.png,non,non,,,
57,1680011571049,28/03/2023 13:52:51,1680015171049,1,28/03/2023 15:52:51,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,55,main,main,l6tere,1,response,tick.png,922.874000143056,916.6300000000047,922.874000143056,922.874000143056,916.6300000000047,922.874000143056,1,0,922.874000143056,0,0,,Click Response,Response,1,object-18,main,2,carbohydrate,tick.png,word,word,,,
58,1680011572067,28/03/2023 13:52:52,1680015172067,1,28/03/2023 15:52:52,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,56,main,main,l6tere,1,response,tick.png,1024.0440000953677,1016.6259999999893,1024.0440000953677,1024.0440000953677,1016.6259999999893,1024.0440000953677,1,0,1024.0440000953677,0,0,,Click Response,Response,1,object-18,main,2,bewitch,tick.png,word,word,,,
59,1680011573065,28/03/2023 13:52:53,1680015173065,1,28/03/2023 15:52:53,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,57,main,main,l6tere,1,response,cross.png,1006.2180000476947,999.960000000021,1006.2180000476947,1006.2180000476947,999.960000000021,1006.2180000476947,1,0,1006.2180000476947,0,0,,Click Response,Response,2,object-19,main,2,mensible,cross.png,non,non,,,
60,1680011574149,28/03/2023 13:52:54,1680015174149,1,28/03/2023 15:52:54,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,58,main,main,l6tere,1,response,tick.png,1089.55799999999,1083.289999999979,1089.55799999999,1089.55799999999,1083.289999999979,1089.55799999999,1,0,1089.55799999999,0,0,,Click Response,Response,1,object-18,main,2,unkempt,tick.png,word,word,,,
61,1680011575169,28/03/2023 13:52:55,1680015175169,1,28/03/2023 15:52:55,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,59,main,main,l6tere,1,response,tick.png,1026.268000000011,1016.6260000000184,1026.268000000011,1026.268000000011,1016.6260000000184,1026.268000000011,1,0,1026.268000000011,0,0,,Click Response,Response,1,object-18,main,2,dispatch,tick.png,word,word,,,
62,1680011576450,28/03/2023 13:52:56,1680015176450,1,28/03/2023 15:52:56,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,60,main,main,l6tere,1,response,cross.png,1290.9419999523088,1283.2820000000065,1290.9419999523088,1290.9419999523088,1283.2820000000065,1290.9419999523088,1,0,1290.9419999523088,0,0,,Click Response,Response,2,object-19,main,2,exprate,cross.png,non,non,,,
63,1680011577452,28/03/2023 13:52:57,1680015177452,1,28/03/2023 15:52:57,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,61,main,main,l6tere,1,response,tick.png,1009.6599999523023,999.9599999999919,1009.6599999523023,1009.6599999523023,999.9599999999919,1009.6599999523023,1,0,1009.6599999523023,0,0,,Click Response,Response,1,object-18,main,2,breeding,tick.png,word,word,,,
64,1680011579400,28/03/2023 13:52:59,1680015179400,1,28/03/2023 15:52:59,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,62,main,main,l6tere,1,response,tick.png,1958.3000000953616,1950.801999999996,1958.3000000953616,1958.3000000953616,1950.801999999996,1958.3000000953616,1,0,1958.3000000953616,0,0,,Click Response,Response,1,object-18,main,2,cylinder,tick.png,word,word,,,
65,1680011580622,28/03/2023 13:53:00,1680015180622,1,28/03/2023 15:53:00,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,63,main,main,l6tere,1,response,tick.png,1228.7980000476819,1216.6179999999877,1228.7980000476819,1228.7980000476819,1216.6179999999877,1228.7980000476819,1,0,1228.7980000476819,0,0,,Click Response,Response,1,object-18,main,2,wrought,tick.png,word,word,,,
66,1680011580623,28/03/2023 13:53:00,1680015180623,1,28/03/2023 15:53:00,127819,11,task-fg99,,28492168,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,English lextale,4,ABC,AB,eng,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,
1,1680043032973,28/03/2023 22:37:12,1680017832973,-7,28/03/2023 08:37:12,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,
2,1680043042426,28/03/2023 22:37:22,1680017842426,-7,28/03/2023 08:37:22,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,1,instructions,Screen 1,pemmcz,1,continue,,9460,9436,9460,9460,9436,9460,1,0,9460,0,0,,Click To Continue,Continue Button,2,object-5,instructions,,,,,,,,
3,1680043043428,28/03/2023 22:37:23,1680017843428,-7,28/03/2023 08:37:23,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,1,main,main,l6tere,1,response,tick.png,1025,1001,1025,1025,1001,1025,0,0,1025,0,0,,Click Response,Response,1,object-18,main,1,party,cross.png,non,filler,,,
4,1680043044463,28/03/2023 22:37:24,1680017844463,-7,28/03/2023 08:37:24,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,2,main,main,l6tere,1,response,cross.png,1060,1037,1060,1060,1037,1060,1,0,1060,0,0,,Click Response,Response,2,object-19,main,1,dogify,cross.png,non,filler,,,
5,1680043045708,28/03/2023 22:37:25,1680017845708,-7,28/03/2023 08:37:25,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,3,main,main,l6tere,1,response,cross.png,1268,1253,1268,1268,1253,1268,1,0,1268,0,0,,Click Response,Response,2,object-19,main,1,bargoin,cross.png,word,filler,,,
6,1680043047346,28/03/2023 22:37:27,1680017847346,-7,28/03/2023 08:37:27,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,4,main,main,l6tere,1,response,tick.png,1653,1635,1653,1653,1635,1653,1,0,1653,0,0,,Click Response,Response,1,object-18,main,2,scornful,tick.png,word,word,,,
7,1680043048040,28/03/2023 22:37:28,1680017848040,-7,28/03/2023 08:37:28,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,5,main,main,l6tere,1,response,tick.png,708,674,708,708,674,708,1,0,708,0,0,,Click Response,Response,1,object-18,main,2,cylinder,tick.png,word,word,,,
8,1680043049117,28/03/2023 22:37:29,1680017849117,-7,28/03/2023 08:37:29,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,6,main,main,l6tere,1,response,tick.png,1116,1084,1116,1116,1084,1116,1,0,1116,0,0,,Click Response,Response,1,object-18,main,2,flaw,tick.png,word,word,,,
9,1680043049779,28/03/2023 22:37:29,1680017849779,-7,28/03/2023 08:37:29,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,7,main,main,l6tere,1,response,tick.png,687,654,687,687,654,687,1,0,687,0,0,,Click Response,Response,1,object-18,main,2,festivity,tick.png,word,word,,,
10,1680043051408,28/03/2023 22:37:31,1680017851408,-7,28/03/2023 08:37:31,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,8,main,main,l6tere,1,response,tick.png,1668,1648,1668,1668,1648,1668,1,0,1668,0,0,,Click Response,Response,1,object-18,main,2,wrought,tick.png,word,word,,,
11,1680043053355,28/03/2023 22:37:33,1680017853355,-7,28/03/2023 08:37:33,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,9,main,main,l6tere,1,response,cross.png,1966,1941,1966,1966,1941,1966,1,0,1966,0,0,,Click Response,Response,2,object-19,main,2,descrtiption,cross.png,non,non,,,
12,1680043054967,28/03/2023 22:37:34,1680017854967,-7,28/03/2023 08:37:34,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,10,main,main,l6tere,1,response,cross.png,1639,1622,1639,1639,1622,1639,1,0,1639,0,0,,Click Response,Response,2,object-19,main,2,spaunch,cross.png,non,non,,,
13,1680043055620,28/03/2023 22:37:35,1680017855620,-7,28/03/2023 08:37:35,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,11,main,main,l6tere,1,response,tick.png,670,640,670,670,640,670,1,0,670,0,0,,Click Response,Response,1,object-18,main,2,breeding,tick.png,word,word,,,
14,1680043056372,28/03/2023 22:37:36,1680017856372,-7,28/03/2023 08:37:36,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,12,main,main,l6tere,1,response,tick.png,781,751,781,781,751,781,1,0,781,0,0,,Click Response,Response,1,object-18,main,2,cleanliness,tick.png,word,word,,,
15,1680043057334,28/03/2023 22:37:37,1680017857334,-7,28/03/2023 08:37:37,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,13,main,main,l6tere,1,response,tick.png,992,985,992,992,985,992,1,0,992,0,0,,Click Response,Response,1,object-18,main,2,moonlit,tick.png,word,word,,,
16,1680043058252,28/03/2023 22:37:38,1680017858252,-7,28/03/2023 08:37:38,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,14,main,main,l6tere,1,response,cross.png,921,887,921,921,887,921,1,0,921,0,0,,Click Response,Response,2,object-19,main,2,plaudate,cross.png,non,non,,,
17,1680043059322,28/03/2023 22:37:39,1680017859322,-7,28/03/2023 08:37:39,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,15,main,main,l6tere,1,response,tick.png,1109,1086,1109,1109,1086,1109,0,0,1109,0,0,,Click Response,Response,1,object-18,main,2,abergy,cross.png,non,non,,,
18,1680043061334,28/03/2023 22:37:41,1680017861334,-7,28/03/2023 08:37:41,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,16,main,main,l6tere,1,response,tick.png,2035,2019,2035,2035,2019,2035,1,0,2035,0,0,,Click Response,Response,1,object-18,main,2,plaintively,tick.png,word,word,,,
19,1680043062005,28/03/2023 22:37:42,1680017862005,-7,28/03/2023 08:37:42,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,17,main,main,l6tere,1,response,tick.png,686,656,686,686,656,686,1,0,686,0,0,,Click Response,Response,1,object-18,main,2,muddy,tick.png,word,word,,,
20,1680043063827,28/03/2023 22:37:43,1680017863827,-7,28/03/2023 08:37:43,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,18,main,main,l6tere,1,response,cross.png,1850,1817,1850,1850,1817,1850,1,0,1850,0,0,,Click Response,Response,2,object-19,main,2,rebondicate,cross.png,non,non,,,
21,1680043064805,28/03/2023 22:37:44,1680017864805,-7,28/03/2023 08:37:44,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,19,main,main,l6tere,1,response,tick.png,1007,974,1007,1007,974,1007,1,0,1007,0,0,,Click Response,Response,1,object-18,main,2,censorship,tick.png,word,word,,,
22,1680043065849,28/03/2023 22:37:45,1680017865849,-7,28/03/2023 08:37:45,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,20,main,main,l6tere,1,response,cross.png,1084,1053,1084,1084,1053,1084,1,0,1084,0,0,,Click Response,Response,2,object-19,main,2,kermshaw,cross.png,non,non,,,
23,1680043067178,28/03/2023 22:37:47,1680017867178,-7,28/03/2023 08:37:47,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,21,main,main,l6tere,1,response,cross.png,1358,1324,1358,1358,1324,1358,1,0,1358,0,0,,Click Response,Response,2,object-19,main,2,mensible,cross.png,non,non,,,
24,1680043068048,28/03/2023 22:37:48,1680017868048,-7,28/03/2023 08:37:48,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,22,main,main,l6tere,1,response,tick.png,898,865,898,898,865,898,1,0,898,0,0,,Click Response,Response,1,object-18,main,2,turmoil,tick.png,word,word,,,
25,1680043068607,28/03/2023 22:37:48,1680017868607,-7,28/03/2023 08:37:48,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,23,main,main,l6tere,1,response,tick.png,599,587,599,599,587,599,1,0,599,0,0,,Click Response,Response,1,object-18,main,2,recipient,tick.png,word,word,,,
26,1680043069278,28/03/2023 22:37:49,1680017869278,-7,28/03/2023 08:37:49,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,24,main,main,l6tere,1,response,tick.png,682,650,682,682,650,682,1,0,682,0,0,,Click Response,Response,1,object-18,main,2,upkeep,tick.png,word,word,,,
27,1680043069895,28/03/2023 22:37:49,1680017869895,-7,28/03/2023 08:37:49,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,25,main,main,l6tere,1,response,tick.png,650,620,650,650,620,650,1,0,650,0,0,,Click Response,Response,1,object-18,main,2,turtle,tick.png,word,word,,,
28,1680043071115,28/03/2023 22:37:51,1680017871115,-7,28/03/2023 08:37:51,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,26,main,main,l6tere,1,response,tick.png,1249,1216,1249,1249,1216,1249,0,0,1249,0,0,,Click Response,Response,1,object-18,main,2,crumper,cross.png,non,non,,,
29,1680043071692,28/03/2023 22:37:51,1680017871692,-7,28/03/2023 08:37:51,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,27,main,main,l6tere,1,response,tick.png,605,572,605,605,572,605,1,0,605,0,0,,Click Response,Response,1,object-18,main,2,ingenious,tick.png,word,word,,,
30,1680043072394,28/03/2023 22:37:52,1680017872394,-7,28/03/2023 08:37:52,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,28,main,main,l6tere,1,response,tick.png,741,718,741,741,718,741,1,0,741,0,0,,Click Response,Response,1,object-18,main,2,shin,tick.png,word,word,,,
31,1680043073364,28/03/2023 22:37:53,1680017873364,-7,28/03/2023 08:37:53,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,29,main,main,l6tere,1,response,tick.png,986,953,986,986,953,986,1,0,986,0,0,,Click Response,Response,1,object-18,main,2,slain,tick.png,word,word,,,
32,1680043074909,28/03/2023 22:37:54,1680017874909,-7,28/03/2023 08:37:54,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,30,main,main,l6tere,1,response,tick.png,1585,1553,1585,1585,1553,1585,0,0,1585,0,0,,Click Response,Response,1,object-18,main,2,skave,cross.png,non,non,,,
33,1680043075878,28/03/2023 22:37:55,1680017875878,-7,28/03/2023 08:37:55,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,31,main,main,l6tere,1,response,cross.png,1001,971,1001,1001,971,1001,1,0,1001,0,0,,Click Response,Response,2,object-19,main,2,purrage,cross.png,non,non,,,
