Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
60,1680043099137,28/03/2023 22:38:19,1680017899137,-7,28/03/2023 08:38:19,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,58,main,main,l6tere,1,response,cross.png,900,867,900,900,867,900,1,0,900,0,0,,Click Response,Response,2,object-19,main,2,kilp,cross.png,non,non,,,
61,1680043099939,28/03/2023 22:38:19,1680017899939,-7,28/03/2023 08:38:19,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,59,main,main,l6tere,1,response,cross.png,841,819,841,841,819,841,0,0,841,0,0,,Click Response,Response,2,object-19,main,2,stoutly,tick.png,word,word,,,
62,1680043100675,28/03/2023 22:38:20,1680017900675,-7,28/03/2023 08:38:20,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,60,main,main,l6tere,1,response,tick.png,754,721,754,754,721,754,1,0,754,0,0,,Click Response,Response,1,object-18,main,2,allied,tick.png,word,word,,,
63,1680043101348,28/03/2023 22:38:21,1680017901348,-7,28/03/2023 08:38:21,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,61,main,main,l6tere,1,response,tick.png,710,683,710,710,683,710,1,0,710,0,0,,Click Response,Response,1,object-18,main,2,fluid,tick.png,word,word,,,
64,1680043101920,28/03/2023 22:38:21,1680017901920,-7,28/03/2023 08:38:21,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,62,main,main,l6tere,1,response,tick.png,598,588,598,598,588,598,1,0,598,0,0,,Click Response,Response,1,object-18,main,2,hurricane,tick.png,word,word,,,
65,1680043103315,28/03/2023 22:38:23,1680017903315,-7,28/03/2023 08:38:23,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,63,main,main,l6tere,1,response,cross.png,1406,1387,1406,1406,1387,1406,0,0,1406,0,0,,Click Response,Response,2,object-19,main,2,lofty,tick.png,word,word,,,
66,1680043103318,28/03/2023 22:38:23,1680017903318,-7,28/03/2023 08:38:23,127819,11,task-fg99,,28494448,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,English lextale,4,BAC,BA,eng,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,
1,1680034608392,28/03/2023 20:16:48,1680020208392,-4,28/03/2023 12:16:48,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,
2,1680034616355,28/03/2023 20:16:56,1680020216355,-4,28/03/2023 12:16:56,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,1,instructions,Screen 1,pemmcz,1,continue,,7997.638000047684,7983.955,7997.638000047684,7997.638000047684,7983.955,7997.638000047684,1,0,7997.638000047684,0,0,,Click To Continue,Continue Button,2,object-5,instructions,,,,,,,,
3,1680034618416,28/03/2023 20:16:58,1680020218416,-4,28/03/2023 12:16:58,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,1,main,main,l6tere,1,response,cross.png,2075.783000011921,2066.8160000000007,2075.783000011921,2075.783000011921,2066.8160000000007,2075.783000011921,1,0,2075.783000011921,0,0,,Click Response,Response,2,object-19,main,1,dogify,cross.png,non,filler,,,
4,1680034621184,28/03/2023 20:17:01,1680020221184,-4,28/03/2023 12:17:01,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,2,main,main,l6tere,1,response,cross.png,2776.367000047683,2766.8459999999995,2776.367000047683,2776.367000047683,2766.8459999999995,2776.367000047683,1,0,2776.367000047683,0,0,,Click Response,Response,2,object-19,main,1,bargoin,cross.png,word,filler,,,
5,1680034622264,28/03/2023 20:17:02,1680020222264,-4,28/03/2023 12:17:02,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,3,main,main,l6tere,1,response,tick.png,1090.1210000119208,1083.4170000000013,1090.1210000119208,1090.1210000119208,1083.4170000000013,1090.1210000119208,0,0,1090.1210000119208,0,0,,Click Response,Response,1,object-18,main,1,party,cross.png,non,filler,,,
6,1680034623528,28/03/2023 20:17:03,1680020223528,-4,28/03/2023 12:17:03,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,4,main,main,l6tere,1,response,tick.png,1270.3040000357614,1266.7539999999972,1270.3040000357614,1270.3040000357614,1266.7539999999972,1270.3040000357614,1,0,1270.3040000357614,0,0,,Click Response,Response,1,object-18,main,2,recipient,tick.png,word,word,,,
7,1680034624256,28/03/2023 20:17:04,1680020224256,-4,28/03/2023 12:17:04,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,5,main,main,l6tere,1,response,tick.png,731.2500000238433,716.6790000000001,731.2500000238433,731.2500000238433,716.6790000000001,731.2500000238433,1,0,731.2500000238433,0,0,,Click Response,Response,1,object-18,main,2,breeding,tick.png,word,word,,,
8,1680034625167,28/03/2023 20:17:05,1680020225167,-4,28/03/2023 12:17:05,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,6,main,main,l6tere,1,response,tick.png,925.9710000000014,916.719000000001,925.9710000000014,925.9710000000014,916.719000000001,925.9710000000014,1,0,925.9710000000014,0,0,,Click Response,Response,1,object-18,main,2,lengthy,tick.png,word,word,,,
9,1680034628856,28/03/2023 20:17:08,1680020228856,-4,28/03/2023 12:17:08,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,7,main,main,l6tere,1,response,tick.png,3698.0520000119213,3683.464,3698.0520000119213,3698.0520000119213,3683.464,3698.0520000119213,1,0,3698.0520000119213,0,0,,Click Response,Response,1,object-18,main,2,dispatch,tick.png,word,word,,,
10,1680034629792,28/03/2023 20:17:09,1680020229792,-4,28/03/2023 12:17:09,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,8,main,main,l6tere,1,response,tick.png,950.1880000357633,933.5260000000017,950.1880000357633,950.1880000357633,933.5260000000017,950.1880000357633,1,0,950.1880000357633,0,0,,Click Response,Response,1,object-18,main,2,cylinder,tick.png,word,word,,,
11,1680034631632,28/03/2023 20:17:11,1680020231632,-4,28/03/2023 12:17:11,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,9,main,main,l6tere,1,response,cross.png,1857.4620000476825,1850.168999999998,1857.4620000476825,1857.4620000476825,1850.168999999998,1857.4620000476825,1,0,1857.4620000476825,0,0,,Click Response,Response,2,object-19,main,2,magrity,cross.png,non,non,,,
12,1680034632952,28/03/2023 20:17:12,1680020232952,-4,28/03/2023 12:17:12,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,10,main,main,l6tere,1,response,tick.png,1326.5930000000008,1316.7610000000022,1326.5930000000008,1326.5930000000008,1316.7610000000022,1326.5930000000008,1,0,1326.5930000000008,0,0,,Click Response,Response,1,object-18,main,2,hurricane,tick.png,word,word,,,
13,1680034634337,28/03/2023 20:17:14,1680020234337,-4,28/03/2023 12:17:14,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,11,main,main,l6tere,1,response,tick.png,1394.9320000238404,1383.4159999999974,1394.9320000238404,1394.9320000238404,1383.4159999999974,1394.9320000238404,1,0,1394.9320000238404,0,0,,Click Response,Response,1,object-18,main,2,celestial,tick.png,word,word,,,
14,1680034636415,28/03/2023 20:17:16,1680020236415,-4,28/03/2023 12:17:16,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,12,main,main,l6tere,1,response,cross.png,2089.916000000001,2083.483,2089.916000000001,2089.916000000001,2083.483,2089.916000000001,0,0,2089.916000000001,0,0,,Click Response,Response,2,object-19,main,2,stoutly,tick.png,word,word,,,
15,1680034638151,28/03/2023 20:17:18,1680020238151,-4,28/03/2023 12:17:18,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,13,main,main,l6tere,1,response,tick.png,1742.2330000119218,1733.4540000000015,1742.2330000119218,1742.2330000119218,1733.4540000000015,1742.2330000119218,1,0,1742.2330000119218,0,0,,Click Response,Response,1,object-18,main,2,unkempt,tick.png,word,word,,,
16,1680034639640,28/03/2023 20:17:19,1680020239640,-4,28/03/2023 12:17:19,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,14,main,main,l6tere,1,response,cross.png,1498.0790000238412,1483.436999999998,1498.0790000238412,1498.0790000238412,1483.436999999998,1498.0790000238412,1,0,1498.0790000238412,0,0,,Click Response,Response,2,object-19,main,2,alberation,cross.png,non,non,,,
17,1680034640751,28/03/2023 20:17:20,1680020240751,-4,28/03/2023 12:17:20,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,15,main,main,l6tere,1,response,tick.png,1126.0420000000013,1116.734000000004,1126.0420000000013,1126.0420000000013,1116.734000000004,1126.0420000000013,1,0,1126.0420000000013,0,0,,Click Response,Response,1,object-18,main,2,hasty,tick.png,word,word,,,
18,1680034644200,28/03/2023 20:17:24,1680020244200,-4,28/03/2023 12:17:24,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,16,main,main,l6tere,1,response,tick.png,3457.408000023839,3450.25,3457.408000023839,3457.408000023839,3450.25,3457.408000023839,1,0,3457.408000023839,0,0,,Click Response,Response,1,object-18,main,2,festivity,tick.png,word,word,,,
19,1680034646679,28/03/2023 20:17:26,1680020246679,-4,28/03/2023 12:17:26,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,17,main,main,l6tere,1,response,cross.png,2486.5579999999973,2483.4919999999984,2486.5579999999973,2486.5579999999973,2483.4919999999984,2486.5579999999973,1,0,2486.5579999999973,0,0,,Click Response,Response,2,object-19,main,2,exprate,cross.png,non,non,,,
20,1680034647695,28/03/2023 20:17:27,1680020247695,-4,28/03/2023 12:17:27,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,18,main,main,l6tere,1,response,tick.png,1018.6660000238408,1016.7430000000022,1018.6660000238408,1018.6660000238408,1016.7430000000022,1018.6660000238408,1,0,1018.6660000238408,0,0,,Click Response,Response,1,object-18,main,2,turtle,tick.png,word,word,,,
21,1680034648736,28/03/2023 20:17:28,1680020248736,-4,28/03/2023 12:17:28,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,19,main,main,l6tere,1,response,tick.png,1043.4230000238385,1033.3599999999933,1043.4230000238385,1043.4230000238385,1033.3599999999933,1043.4230000238385,1,0,1043.4230000238385,0,0,,Click Response,Response,1,object-18,main,2,carbohydrate,tick.png,word,word,,,
22,1680034649785,28/03/2023 20:17:29,1680020249785,-4,28/03/2023 12:17:29,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,20,main,main,l6tere,1,response,tick.png,1058.5630000238452,1050.0720000000001,1058.5630000238452,1058.5630000238452,1050.0720000000001,1058.5630000238452,1,0,1058.5630000238452,0,0,,Click Response,Response,1,object-18,main,2,turmoil,tick.png,word,word,,,
23,1680034652127,28/03/2023 20:17:32,1680020252127,-4,28/03/2023 12:17:32,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,21,main,main,l6tere,1,response,tick.png,2350.202000000005,2333.5350000000035,2350.202000000005,2350.202000000005,2333.5350000000035,2350.202000000005,0,0,2350.202000000005,0,0,,Click Response,Response,1,object-18,main,2,skave,cross.png,non,non,,,
24,1680034656359,28/03/2023 20:17:36,1680020256359,-4,28/03/2023 12:17:36,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,22,main,main,l6tere,1,response,cross.png,4249.0560000476835,4233.631999999998,4249.0560000476835,4249.0560000476835,4233.631999999998,4249.0560000476835,1,0,4249.0560000476835,0,0,,Click Response,Response,2,object-19,main,2,quirty,cross.png,non,non,,,
25,1680034657279,28/03/2023 20:17:37,1680020257279,-4,28/03/2023 12:17:37,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,23,main,main,l6tere,1,response,tick.png,936.0240000119229,933.4049999999988,936.0240000119229,936.0240000119229,933.4049999999988,936.0240000119229,1,0,936.0240000119229,0,0,,Click Response,Response,1,object-18,main,2,scornful,tick.png,word,word,,,
26,1680034658112,28/03/2023 20:17:38,1680020258112,-4,28/03/2023 12:17:38,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,24,main,main,l6tere,1,response,tick.png,835.1190000119241,833.3770000000004,835.1190000119241,835.1190000119241,833.3770000000004,835.1190000119241,0,0,835.1190000119241,0,0,,Click Response,Response,1,object-18,main,2,descrtiption,cross.png,non,non,,,
27,1680034660953,28/03/2023 20:17:40,1680020260953,-4,28/03/2023 12:17:40,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,25,main,main,l6tere,1,response,tick.png,2842.6420000476865,2833.533000000003,2842.6420000476865,2842.6420000476865,2833.533000000003,2842.6420000476865,1,0,2842.6420000476865,0,0,,Click Response,Response,1,object-18,main,2,flaw,tick.png,word,word,,,
28,1680034662544,28/03/2023 20:17:42,1680020262544,-4,28/03/2023 12:17:42,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,26,main,main,l6tere,1,response,cross.png,1600.1110000000044,1583.4440000000031,1600.1110000000044,1600.1110000000044,1583.4440000000031,1600.1110000000044,1,0,1600.1110000000044,0,0,,Click Response,Response,2,object-19,main,2,rebondicate,cross.png,non,non,,,
29,1680034667087,28/03/2023 20:17:47,1680020267087,-4,28/03/2023 12:17:47,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,27,main,main,l6tere,1,response,cross.png,4559.9649999999965,4550.303,4559.9649999999965,4559.9649999999965,4550.303,4559.9649999999965,1,0,4559.9649999999965,0,0,,Click Response,Response,2,object-19,main,2,plaudate,cross.png,non,non,,,
30,1680034671376,28/03/2023 20:17:51,1680020271376,-4,28/03/2023 12:17:51,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,28,main,main,l6tere,1,response,cross.png,4298.7620000238385,4283.637000000002,4298.7620000238385,4298.7620000238385,4283.637000000002,4298.7620000238385,1,0,4298.7620000238385,0,0,,Click Response,Response,2,object-19,main,2,crumper,cross.png,non,non,,,
31,1680034673023,28/03/2023 20:17:53,1680020273023,-4,28/03/2023 12:17:53,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,29,main,main,l6tere,1,response,tick.png,1662.325000011915,1650.1129999999976,1662.325000011915,1662.325000011915,1650.1129999999976,1662.325000011915,1,0,1662.325000011915,0,0,,Click Response,Response,1,object-18,main,2,bewitch,tick.png,word,word,,,
32,1680034673831,28/03/2023 20:17:53,1680020273831,-4,28/03/2023 12:17:53,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,30,main,main,l6tere,1,response,tick.png,819.8120000357594,816.6790000000037,819.8120000357594,819.8120000357594,816.6790000000037,819.8120000357594,1,0,819.8120000357594,0,0,,Click Response,Response,1,object-18,main,2,cleanliness,tick.png,word,word,,,
33,1680034674775,28/03/2023 20:17:54,1680020274775,-4,28/03/2023 12:17:54,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,31,main,main,l6tere,1,response,tick.png,947.3330000238348,933.4089999999997,947.3330000238348,947.3330000238348,933.4089999999997,947.3330000238348,1,0,947.3330000238348,0,0,,Click Response,Response,1,object-18,main,2,screech,tick.png,word,word,,,
34,1680034675952,28/03/2023 20:17:55,1680020275952,-4,28/03/2023 12:17:55,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,32,main,main,l6tere,1,response,tick.png,1190.6240000119142,1183.4449999999924,1190.6240000119142,1190.6240000119142,1183.4449999999924,1190.6240000119142,1,0,1190.6240000119142,0,0,,Click Response,Response,1,object-18,main,2,wrought,tick.png,word,word,,,
35,1680034677128,28/03/2023 20:17:57,1680020277128,-4,28/03/2023 12:17:57,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,33,main,main,l6tere,1,response,tick.png,1183.2790000357636,1166.6970000000001,1183.2790000357636,1183.2790000357636,1166.6970000000001,1183.2790000357636,1,0,1183.2790000357636,0,0,,Click Response,Response,1,object-18,main,2,censorship,tick.png,word,word,,,
36,1680034678176,28/03/2023 20:17:58,1680020278176,-4,28/03/2023 12:17:58,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,34,main,main,l6tere,1,response,tick.png,1064.8820000476844,1050.076000000001,1064.8820000476844,1064.8820000476844,1050.076000000001,1064.8820000476844,1,0,1064.8820000476844,0,0,,Click Response,Response,1,object-18,main,2,listless,tick.png,word,word,,,
37,1680034679231,28/03/2023 20:17:59,1680020279231,-4,28/03/2023 12:17:59,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,35,main,main,l6tere,1,response,tick.png,1069.8060000476835,1066.75,1069.8060000476835,1069.8060000476835,1066.75,1069.8060000476835,1,0,1069.8060000476835,0,0,,Click Response,Response,1,object-18,main,2,shin,tick.png,word,word,,,
38,1680034679991,28/03/2023 20:17:59,1680020279991,-4,28/03/2023 12:17:59,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,36,main,main,l6tere,1,response,tick.png,763.1560000119207,750.0589999999938,763.1560000119207,763.1560000119207,750.0589999999938,763.1560000119207,1,0,763.1560000119207,0,0,,Click Response,Response,1,object-18,main,2,fluid,tick.png,word,word,,,
39,1680034682136,28/03/2023 20:18:02,1680020282136,-4,28/03/2023 12:18:02,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,37,main,main,l6tere,1,response,cross.png,2157.397000023848,2150.172000000006,2157.397000023848,2157.397000023848,2150.172000000006,2157.397000023848,0,0,2157.397000023848,0,0,,Click Response,Response,2,object-19,main,2,savoury,tick.png,word,word,,,
40,1680034685208,28/03/2023 20:18:05,1680020285208,-4,28/03/2023 12:18:05,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,38,main,main,l6tere,1,response,cross.png,3079.925000011921,3066.8859999999986,3079.925000011921,3079.925000011921,3066.8859999999986,3079.925000011921,1,0,3079.925000011921,0,0,,Click Response,Response,2,object-19,main,2,kilp,cross.png,non,non,,,
41,1680034686102,28/03/2023 20:18:06,1680020286102,-4,28/03/2023 12:18:06,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,39,main,main,l6tere,1,response,cross.png,907.3390000238433,900.0249999999942,907.3390000238433,907.3390000238433,900.0249999999942,907.3390000238433,1,0,907.3390000238433,0,0,,Click Response,Response,2,object-19,main,2,purrage,cross.png,non,non,,,
42,1680034687159,28/03/2023 20:18:07,1680020287159,-4,28/03/2023 12:18:07,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,40,main,main,l6tere,1,response,cross.png,1063.914000047691,1050.0540000000037,1063.914000047691,1063.914000047691,1050.0540000000037,1063.914000047691,1,0,1063.914000047691,0,0,,Click Response,Response,2,object-19,main,2,spaunch,cross.png,non,non,,,
43,1680034688473,28/03/2023 20:18:08,1680020288473,-4,28/03/2023 12:18:08,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,41,main,main,l6tere,1,response,cross.png,1328.0600000357663,1316.7490000000107,1328.0600000357663,1328.0600000357663,1316.7490000000107,1328.0600000357663,1,0,1328.0600000357663,0,0,,Click Response,Response,2,object-19,main,2,proom,cross.png,non,non,,,
44,1680034689335,28/03/2023 20:18:09,1680020289335,-4,28/03/2023 12:18:09,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,42,main,main,l6tere,1,response,cross.png,873.2110000119137,866.7489999999962,873.2110000119137,873.2110000119137,866.7489999999962,873.2110000119137,1,0,873.2110000119137,0,0,,Click Response,Response,2,object-19,main,2,fellick,cross.png,non,non,,,
45,1680034690776,28/03/2023 20:18:10,1680020290776,-4,28/03/2023 12:18:10,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,43,main,main,l6tere,1,response,tick.png,1446.8620000476803,1433.4609999999957,1446.8620000476803,1446.8620000476803,1433.4609999999957,1446.8620000476803,1,0,1446.8620000476803,0,0,,Click Response,Response,1,object-18,main,2,muddy,tick.png,word,word,,,
46,1680034691519,28/03/2023 20:18:11,1680020291519,-4,28/03/2023 12:18:11,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,44,main,main,l6tere,1,response,tick.png,756.7010000000009,750.0310000000027,756.7010000000009,756.7010000000009,750.0310000000027,756.7010000000009,1,0,756.7010000000009,0,0,,Click Response,Response,1,object-18,main,2,ingenious,tick.png,word,word,,,
