Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Manipulation: Spreadsheet
3,1680041612725,28/03/2023 22:13:32,1680023612725,-5,28/03/2023 12:13:32,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,110.50399999995352,100.09000000000015,110.50399999995352,110.50399999995352,100.09000000000015,110.50399999995352,1,0,110.50399999995352,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
4,1680041617093,28/03/2023 22:13:37,1680023617093,-5,28/03/2023 12:13:37,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,4378.214,4368.3279999999995,4378.214,4378.214,4368.3279999999995,4378.214,1,0,4378.214,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
5,1680041617162,28/03/2023 22:13:37,1680023617162,-5,28/03/2023 12:13:37,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,79.48599999997714,66.70200000000114,79.48599999997714,79.48599999997714,66.70200000000114,79.48599999997714,1,0,79.48599999997714,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
6,1680041621594,28/03/2023 22:13:41,1680023621594,-5,28/03/2023 12:13:41,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,4444.084000000023,4435.536999999998,4444.084000000023,4444.084000000023,4435.536999999998,4444.084000000023,1,0,4444.084000000023,0,0,,Click Response,Response,2,object-5,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
7,1680041621645,28/03/2023 22:13:41,1680023621645,-5,28/03/2023 12:13:41,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,60.34699999995428,50.022000000000844,60.34699999995428,60.34699999995428,50.022000000000844,60.34699999995428,1,0,60.34699999995428,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
8,1680041624346,28/03/2023 22:13:44,1680023624346,-5,28/03/2023 12:13:44,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,2701.9919999999984,2685.3129999999983,2701.9919999999984,2701.9919999999984,2685.3129999999983,2701.9919999999984,1,0,2701.9919999999984,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
9,1680041624372,28/03/2023 22:13:44,1680023624372,-5,28/03/2023 12:13:44,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,50.03599999999642,33.35699999999997,50.03599999999642,50.03599999999642,33.35699999999997,50.03599999999642,1,0,50.03599999999642,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
10,1680041628430,28/03/2023 22:13:48,1680023628430,-5,28/03/2023 12:13:48,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,4076.654999999955,4067.486000000001,4076.654999999955,4076.654999999955,4067.486000000001,4076.654999999955,1,0,4076.654999999955,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
11,1680041628500,28/03/2023 22:13:48,1680023628500,-5,28/03/2023 12:13:48,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,79.36900000002424,66.71800000000076,79.36900000002424,79.36900000002424,66.71800000000076,79.36900000002424,1,0,79.36900000002424,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
12,1680041628503,28/03/2023 22:13:48,1680023628503,-5,28/03/2023 12:13:48,127819,11,task-6yod,,28499136,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Interpretation,3,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680048970427,29/03/2023 00:16:10,1680023770427,-7,28/03/2023 10:16:10,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680048993764,29/03/2023 00:16:33,1680023793764,-7,28/03/2023 10:16:33,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,23335,23318,23335,23335,23318,23335,1,0,23335,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
3,1680049006215,29/03/2023 00:16:46,1680023806215,-7,28/03/2023 10:16:46,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,12468,12451,12468,12468,12451,12468,1,0,12468,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
4,1680049015352,29/03/2023 00:16:55,1680023815352,-7,28/03/2023 10:16:55,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,9153,9137,9153,9153,9137,9153,1,0,9153,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
5,1680049036837,29/03/2023 00:17:16,1680023836837,-7,28/03/2023 10:17:16,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,21501,21485,21501,21501,21485,21501,1,0,21501,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
6,1680049052866,29/03/2023 00:17:32,1680023852866,-7,28/03/2023 10:17:32,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,16045,16028,16045,16045,16028,16045,1,0,16045,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
7,1680049059982,29/03/2023 00:17:39,1680023859982,-7,28/03/2023 10:17:39,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,7136,7119,7136,7136,7119,7136,1,0,7136,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
8,1680049065574,29/03/2023 00:17:45,1680023865574,-7,28/03/2023 10:17:45,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,5609,5592,5609,5609,5592,5609,1,0,5609,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
9,1680049073863,29/03/2023 00:17:53,1680023873863,-7,28/03/2023 10:17:53,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,8305,8288,8305,8305,8288,8305,1,0,8305,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
10,1680049304293,29/03/2023 00:21:44,1680024104293,-7,28/03/2023 10:21:44,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,230434,230418,230434,230434,230418,230434,1,0,230434,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
11,1680049316150,29/03/2023 00:21:56,1680024116150,-7,28/03/2023 10:21:56,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,11882,11865,11882,11882,11865,11882,1,0,11882,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
12,1680049316157,29/03/2023 00:21:56,1680024116157,-7,28/03/2023 10:21:56,127819,11,task-6yod,,28499271,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Interpretation,3,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680038381670,28/03/2023 21:19:41,1680023981670,-4,28/03/2023 13:19:41,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680038395461,28/03/2023 21:19:55,1680023995461,-4,28/03/2023 13:19:55,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,13816.423999976158,13813.942000000001,13816.423999976158,13816.423999976158,13813.942000000001,13816.423999976158,1,0,13816.423999976158,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
3,1680038401759,28/03/2023 21:20:01,1680024001759,-4,28/03/2023 13:20:01,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,6300.781999928473,6298.763999999999,6300.781999928473,6300.781999928473,6298.763999999999,6300.781999928473,1,0,6300.781999928473,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
4,1680038412481,28/03/2023 21:20:12,1680024012481,-4,28/03/2023 13:20:12,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,10724.017999928474,10714.705999999998,10724.017999928474,10724.017999928474,10714.705999999998,10724.017999928474,1,0,10724.017999928474,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
5,1680038422625,28/03/2023 21:20:22,1680024022625,-4,28/03/2023 13:20:22,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,10153.411999952317,10147.998,10153.411999952317,10153.411999952317,10147.998,10153.411999952317,1,0,10153.411999952317,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
6,1680038440990,28/03/2023 21:20:40,1680024040990,-4,28/03/2023 13:20:40,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,18370.614,18363.179000000004,18370.614,18370.614,18363.179000000004,18370.614,1,0,18370.614,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
7,1680038451935,28/03/2023 21:20:51,1680024051935,-4,28/03/2023 13:20:51,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,10952.03499990463,10947.633999999991,10952.03499990463,10952.03499990463,10947.633999999991,10952.03499990463,1,0,10952.03499990463,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
8,1680038457833,28/03/2023 21:20:57,1680024057833,-4,28/03/2023 13:20:57,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,5902.600999952323,5898.883000000002,5902.600999952323,5902.600999952323,5898.883000000002,5902.600999952323,1,0,5902.600999952323,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
9,1680038465631,28/03/2023 21:21:05,1680024065631,-4,28/03/2023 13:21:05,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,7801.317999976163,7798.471000000005,7801.317999976163,7801.317999976163,7798.471000000005,7801.317999976163,1,0,7801.317999976163,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
10,1680038495326,28/03/2023 21:21:35,1680024095326,-4,28/03/2023 13:21:35,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,29698.046999904633,29694.112999999998,29698.046999904633,29698.046999904633,29694.112999999998,29698.046999904633,1,0,29698.046999904633,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
11,1680038504113,28/03/2023 21:21:44,1680024104113,-4,28/03/2023 13:21:44,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,8790.73399997616,8781.804000000004,8790.73399997616,8790.73399997616,8781.804000000004,8790.73399997616,1,0,8790.73399997616,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
12,1680038504114,28/03/2023 21:21:44,1680024104114,-4,28/03/2023 13:21:44,127819,11,task-6yod,,28499469,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680049259046,29/03/2023 00:20:59,1680024059046,-7,28/03/2023 10:20:59,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680049264796,29/03/2023 00:21:04,1680024064796,-7,28/03/2023 10:21:04,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,5761.018000095368,5752.111000000001,5761.018000095368,5761.018000095368,5752.111000000001,5761.018000095368,1,0,5761.018000095368,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
3,1680049275645,29/03/2023 00:21:15,1680024075645,-7,28/03/2023 10:21:15,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,10858.507,10849.566,10858.507,10858.507,10849.566,10858.507,1,0,10858.507,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
4,1680049289395,29/03/2023 00:21:29,1680024089395,-7,28/03/2023 10:21:29,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,13758.940999999999,13751.152999999998,13758.940999999999,13758.940999999999,13751.152999999998,13758.940999999999,1,0,13758.940999999999,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
5,1680049302678,29/03/2023 00:21:42,1680024102678,-7,28/03/2023 10:21:42,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,13292.088000190735,13282.802000000003,13292.088000190735,13292.088000190735,13282.802000000003,13292.088000190735,1,0,13292.088000190735,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
6,1680049306777,29/03/2023 00:21:46,1680024106777,-7,28/03/2023 10:21:46,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,4107.886000095365,4100.947,4107.886000095365,4107.886000095365,4100.947,4107.886000095365,1,0,4107.886000095365,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
7,1680049331094,29/03/2023 00:22:11,1680024131094,-7,28/03/2023 10:22:11,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,24324.939000095364,24317.364999999998,24324.939000095364,24324.939000095364,24317.364999999998,24324.939000095364,1,0,24324.939000095364,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
8,1680049336510,29/03/2023 00:22:16,1680024136510,-7,28/03/2023 10:22:16,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,5423.974000190734,5416.449999999997,5423.974000190734,5423.974000190734,5416.449999999997,5423.974000190734,1,0,5423.974000190734,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
9,1680049346862,29/03/2023 00:22:26,1680024146862,-7,28/03/2023 10:22:26,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,10358.924000047686,10350.678,10358.924000047686,10358.924000047686,10350.678,10358.924000047686,1,0,10358.924000047686,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
10,1680049351460,29/03/2023 00:22:31,1680024151460,-7,28/03/2023 10:22:31,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,4606.646000143053,4599.816000000006,4606.646000143053,4606.646000143053,4599.816000000006,4606.646000143053,1,0,4606.646000143053,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
11,1680049366545,29/03/2023 00:22:46,1680024166545,-7,28/03/2023 10:22:46,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,15092.03000019073,15084.425000000003,15092.03000019073,15092.03000019073,15084.425000000003,15092.03000019073,1,0,15092.03000019073,0,0,,Click Response,Response,2,object-5,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
12,1680049366553,29/03/2023 00:22:46,1680024166553,-7,28/03/2023 10:22:46,127819,11,task-6yod,,28499520,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Interpretation,3,BCA,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680038965567,28/03/2023 21:29:25,1680024565567,-4,28/03/2023 13:29:25,127819,11,task-6yod,,28499775,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
