Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
19,1680225885488,31/03/2023 01:24:45,1680200685488,-7,30/03/2023 11:24:45,127819,12,questionnaire-zbjj,,28564404,BLIND,8494763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x929,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1680225885489,31/03/2023 01:24:45,1680200685489,-7,30/03/2023 11:24:45,127819,12,questionnaire-zbjj,,28564404,BLIND,8494763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x929,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1680225885489,31/03/2023 01:24:45,1680200685489,-7,30/03/2023 11:24:45,127819,12,questionnaire-zbjj,,28564404,BLIND,8494763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x929,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1680225885489,31/03/2023 01:24:45,1680200685489,-7,30/03/2023 11:24:45,127819,12,questionnaire-zbjj,,28564404,BLIND,8494763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x929,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,5,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1680225885489,31/03/2023 01:24:45,1680200685489,-7,30/03/2023 11:24:45,127819,12,questionnaire-zbjj,,28564404,BLIND,8494763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x929,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,6,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1680225885489,31/03/2023 01:24:45,1680200685489,-7,30/03/2023 11:24:45,127819,12,questionnaire-zbjj,,28564404,BLIND,8494763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x929,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,What is your prolific id?,response,value,5ededc7ab3595e17ef9533df,,,Text Input,6,object-7
25,1680225885490,31/03/2023 01:24:45,1680200685490,-7,30/03/2023 11:24:45,127819,12,questionnaire-zbjj,,28564404,BLIND,8494763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x929,,Questionnaire,3,ABC,BA,,,,,,,END,,,,,
1,1680215482097,30/03/2023 22:31:22,1680201082097,-4,30/03/2023 14:31:22,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x684,,Questionnaire,3,ACB,AB,,,,,,,BEGIN,,,,,
2,1680215511862,30/03/2023 22:31:51,1680201111862,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1680215511867,30/03/2023 22:31:51,1680201111867,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1680215511867,30/03/2023 22:31:51,1680201111867,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1680215511868,30/03/2023 22:31:51,1680201111868,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,No,,Yes|No,Multiple Choice,2,object-3
6,1680215511868,30/03/2023 22:31:51,1680201111868,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,2,,Yes|No,Multiple Choice,2,object-3
7,1680215511869,30/03/2023 22:31:51,1680201111869,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
8,1680215511869,30/03/2023 22:31:51,1680201111869,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1680215511870,30/03/2023 22:31:51,1680201111870,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,11,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
10,1680215511870,30/03/2023 22:31:51,1680201111870,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
11,1680215511871,30/03/2023 22:31:51,1680201111871,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
12,1680215511872,30/03/2023 22:31:51,1680201111872,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1680215511872,30/03/2023 22:31:51,1680201111872,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,What is your prolific id?,action,value,5f0dd2b1550adb080d02763f,,,Text Input,6,object-7
14,1680215511875,30/03/2023 22:31:51,1680201111875,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1680215511877,30/03/2023 22:31:51,1680201111877,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1680215511877,30/03/2023 22:31:51,1680201111877,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,No,,Yes|No,Multiple Choice,2,object-3
17,1680215511878,30/03/2023 22:31:51,1680201111878,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,2,,Yes|No,Multiple Choice,2,object-3
18,1680215511878,30/03/2023 22:31:51,1680201111878,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1680215511879,30/03/2023 22:31:51,1680201111879,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1680215511880,30/03/2023 22:31:51,1680201111880,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,11,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1680215511881,30/03/2023 22:31:51,1680201111881,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1680215511881,30/03/2023 22:31:51,1680201111881,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1680215511882,30/03/2023 22:31:51,1680201111882,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1680215511883,30/03/2023 22:31:51,1680201111883,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,Page 1,mowvol,1,What is your prolific id?,response,value,5f0dd2b1550adb080d02763f,,,Text Input,6,object-7
25,1680215511885,30/03/2023 22:31:51,1680201111885,-4,30/03/2023 14:31:51,127819,12,questionnaire-zbjj,,28564572,BLIND,8494864,,complete,,,mobile,Samsung SM-G975U,Android 12,Samsung Browser 20.0,412x869,412x403,,Questionnaire,3,ACB,AB,,,,,,,END,,,,,
1,1680216608153,30/03/2023 22:50:08,1680202208153,-4,30/03/2023 14:50:08,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,,,,,,,BEGIN,,,,,
2,1680216656118,30/03/2023 22:50:56,1680202256118,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1680216656123,30/03/2023 22:50:56,1680202256123,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1680216656123,30/03/2023 22:50:56,1680202256123,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1680216656125,30/03/2023 22:50:56,1680202256125,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
6,1680216656125,30/03/2023 22:50:56,1680202256125,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,2,object-3
7,1680216656126,30/03/2023 22:50:56,1680202256126,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
8,1680216656127,30/03/2023 22:50:56,1680202256127,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1680216656128,30/03/2023 22:50:56,1680202256128,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
10,1680216656128,30/03/2023 22:50:56,1680202256128,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,5,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
11,1680216656129,30/03/2023 22:50:56,1680202256129,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
12,1680216656130,30/03/2023 22:50:56,1680202256130,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1680216656131,30/03/2023 22:50:56,1680202256131,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,What is your prolific id?,action,value,5a5479b4ac56240001537ffa,,,Text Input,6,object-7
14,1680216656135,30/03/2023 22:50:56,1680202256135,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1680216656136,30/03/2023 22:50:56,1680202256136,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1680216656136,30/03/2023 22:50:56,1680202256136,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,2,object-3
17,1680216656137,30/03/2023 22:50:56,1680202256137,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,2,object-3
18,1680216656137,30/03/2023 22:50:56,1680202256137,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1680216656138,30/03/2023 22:50:56,1680202256138,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1680216656139,30/03/2023 22:50:56,1680202256139,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1680216656140,30/03/2023 22:50:56,1680202256140,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,5,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1680216656141,30/03/2023 22:50:56,1680202256141,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1680216656141,30/03/2023 22:50:56,1680202256141,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1680216656142,30/03/2023 22:50:56,1680202256142,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,What is your prolific id?,response,value,5a5479b4ac56240001537ffa,,,Text Input,6,object-7
25,1680216656142,30/03/2023 22:50:56,1680202256142,-4,30/03/2023 14:50:56,127819,12,questionnaire-zbjj,,28564985,BLIND,8495056,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,Questionnaire,3,BCA,BA,,,,,,,END,,,,,
1,1680221599950,31/03/2023 00:13:19,1680203599950,-5,30/03/2023 14:13:19,127819,12,questionnaire-zbjj,,28565466,BLIND,8495335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Questionnaire,3,CAB,AB,,,,,,,BEGIN,,,,,
2,1680221672791,31/03/2023 00:14:32,1680203672791,-5,30/03/2023 14:14:32,127819,12,questionnaire-zbjj,,28565466,BLIND,8495335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1680221672797,31/03/2023 00:14:32,1680203672797,-5,30/03/2023 14:14:32,127819,12,questionnaire-zbjj,,28565466,BLIND,8495335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1680221672798,31/03/2023 00:14:32,1680203672798,-5,30/03/2023 14:14:32,127819,12,questionnaire-zbjj,,28565466,BLIND,8495335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1680221672799,31/03/2023 00:14:32,1680203672799,-5,30/03/2023 14:14:32,127819,12,questionnaire-zbjj,,28565466,BLIND,8495335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
6,1680221672799,31/03/2023 00:14:32,1680203672799,-5,30/03/2023 14:14:32,127819,12,questionnaire-zbjj,,28565466,BLIND,8495335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,2,object-3
7,1680221672800,31/03/2023 00:14:32,1680203672800,-5,30/03/2023 14:14:32,127819,12,questionnaire-zbjj,,28565466,BLIND,8495335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x746,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
