Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: __EMPTY_3,Manipulation: Spreadsheet
3,1686248291206,08/06/2023 18:18:11,1686233891206,-4,08/06/2023 10:18:11,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,10354,10338,10354,10354,10338,10354,1,10354,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
4,1686248316216,08/06/2023 18:18:36,1686233916216,-4,08/06/2023 10:18:36,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,25027,25011,25027,25027,25011,25027,1,25027,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
5,1686248334020,08/06/2023 18:18:54,1686233934020,-4,08/06/2023 10:18:54,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,17820,17803,17820,17820,17803,17820,1,17820,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
6,1686248338892,08/06/2023 18:18:58,1686233938892,-4,08/06/2023 10:18:58,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,4888,4872,4888,4888,4872,4888,1,4888,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
7,1686248353142,08/06/2023 18:19:13,1686233953142,-4,08/06/2023 10:19:13,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,14268,14251,14268,14268,14251,14268,1,14268,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
8,1686248383293,08/06/2023 18:19:43,1686233983293,-4,08/06/2023 10:19:43,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,30165,30149,30165,30165,30149,30165,1,30165,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
9,1686248424782,08/06/2023 18:20:24,1686234024782,-4,08/06/2023 10:20:24,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,41507,41490,41507,41507,41490,41507,1,41507,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
10,1686248436961,08/06/2023 18:20:36,1686234036961,-4,08/06/2023 10:20:36,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,12196,12179,12196,12196,12179,12196,1,12196,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
11,1686248445374,08/06/2023 18:20:45,1686234045374,-4,08/06/2023 10:20:45,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,8430,8413,8430,8430,8413,8430,1,8430,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
12,1686248445377,08/06/2023 18:20:45,1686234045377,-4,08/06/2023 10:20:45,127819,12,task-6yod,,29952271,BLIND,8918004,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,390x844,390x664,,Interpretation,5,ACB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1686234086234,08/06/2023 14:21:26,1686234086234,0,08/06/2023 14:21:26,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1686234090776,08/06/2023 14:21:30,1686234090776,0,08/06/2023 14:21:30,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,16165.883,16149.239,16165.883,16165.883,16149.239,16165.883,1,16165.883,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
3,1686234090859,08/06/2023 14:21:30,1686234090859,0,08/06/2023 14:21:30,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,33.29200000000128,16.64600000000064,33.29200000000128,33.29200000000128,16.64600000000064,33.29200000000128,1,33.29200000000128,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
4,1686234100635,08/06/2023 14:21:40,1686234100635,0,08/06/2023 14:21:40,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,9862.41500001192,9849.964999999998,9862.41500001192,9862.41500001192,9849.964999999998,9862.41500001192,1,9862.41500001192,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
5,1686234100728,08/06/2023 14:21:40,1686234100728,0,08/06/2023 14:21:40,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,106.25000002384331,83.22600000000239,106.25000002384331,106.25000002384331,83.22600000000239,106.25000002384331,1,106.25000002384331,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
6,1686234112860,08/06/2023 14:21:52,1686234112860,0,08/06/2023 14:21:52,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,12145.839,12129.197,12145.839,12145.839,12129.197,12145.839,1,12145.839,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
7,1686234112943,08/06/2023 14:21:52,1686234112943,0,08/06/2023 14:21:52,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,33.2899999999936,16.6449999999968,33.2899999999936,33.2899999999936,16.6449999999968,33.2899999999936,1,33.2899999999936,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
8,1686234113445,08/06/2023 14:21:53,1686234113445,0,08/06/2023 14:21:53,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,582.4749999999985,565.8369999999995,582.4749999999985,582.4749999999985,565.8369999999995,582.4749999999985,1,582.4749999999985,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
9,1686234113514,08/06/2023 14:21:53,1686234113514,0,08/06/2023 14:21:53,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,97.84500002384448,83.20500000000175,97.84500002384448,97.84500002384448,83.20500000000175,97.84500002384448,1,97.84500002384448,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
10,1686234114305,08/06/2023 14:21:54,1686234114305,0,08/06/2023 14:21:54,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,805.439999976159,798.137999999999,805.439999976159,805.439999976159,798.137999999999,805.439999976159,1,805.439999976159,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
11,1686234114358,08/06/2023 14:21:54,1686234114358,0,08/06/2023 14:21:54,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,60.601999988080934,49.92700000000332,60.601999988080934,60.601999988080934,49.92700000000332,60.601999988080934,1,60.601999988080934,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
12,1686234114364,08/06/2023 14:21:54,1686234114364,0,08/06/2023 14:21:54,127819,12,task-6yod,,29952393,BLIND,8918015,,complete,,,mobile,Samsung SM-G935U,Android 8.0.0,Edge 107.0.1418.43,412x732,412x604,,Interpretation,5,BAC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1686250555100,08/06/2023 18:55:55,1686236155100,-4,08/06/2023 10:55:55,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1686250562132,08/06/2023 18:56:02,1686236162132,-4,08/06/2023 10:56:02,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,9212.5,9211.813,9212.5,9212.5,9211.813,9212.5,1,9212.5,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
3,1686250563117,08/06/2023 18:56:03,1686236163117,-4,08/06/2023 10:56:03,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,985.0870000003724,982.875,985.0870000003724,985.0870000003724,982.875,985.0870000003724,1,985.0870000003724,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
4,1686250563754,08/06/2023 18:56:03,1686236163754,-4,08/06/2023 10:56:03,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,639.8119999999999,633.2199999999993,639.8119999999999,639.8119999999999,633.2199999999993,639.8119999999999,1,639.8119999999999,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
5,1686250564200,08/06/2023 18:56:04,1686236164200,-4,08/06/2023 10:56:04,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,452.4920000003731,449.6080000000002,452.4920000003731,452.4920000003731,449.6080000000002,452.4920000003731,1,452.4920000003731,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
6,1686250564668,08/06/2023 18:56:04,1686236164668,-4,08/06/2023 10:56:04,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,470.58399999962785,466.4269999999997,470.58399999962785,470.58399999962785,466.4269999999997,470.58399999962785,1,470.58399999962785,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
7,1686250565045,08/06/2023 18:56:05,1686236165045,-4,08/06/2023 10:56:05,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,381.15699999962817,366.7489999999998,381.15699999962817,381.15699999962817,366.7489999999998,381.15699999962817,1,381.15699999962817,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
8,1686250565445,08/06/2023 18:56:05,1686236165445,-4,08/06/2023 10:56:05,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,414.50799999925584,399.7600000000002,414.50799999925584,414.50799999925584,399.7600000000002,414.50799999925584,1,414.50799999925584,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
9,1686250565759,08/06/2023 18:56:05,1686236165759,-4,08/06/2023 10:56:05,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,328.5480000000007,316.5590000000011,328.5480000000007,328.5480000000007,316.5590000000011,328.5480000000007,1,328.5480000000007,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
10,1686250566145,08/06/2023 18:56:06,1686236166145,-4,08/06/2023 10:56:06,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,398.1889999992545,382.96600000000035,398.1889999992545,398.1889999992545,382.96600000000035,398.1889999992545,1,398.1889999992545,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
11,1686250566529,08/06/2023 18:56:06,1686236166529,-4,08/06/2023 10:56:06,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,399.02299999999923,383.15799999999945,399.02299999999923,399.02299999999923,383.15799999999945,399.02299999999923,1,399.02299999999923,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
12,1686250566529,08/06/2023 18:56:06,1686236166529,-4,08/06/2023 10:56:06,127819,12,task-6yod,,29953431,BLIND,8918328,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1600x900,1600x757,,Interpretation,5,BAC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1686254284286,08/06/2023 19:58:04,1686236284286,-5,08/06/2023 09:58:04,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1686254294566,08/06/2023 19:58:14,1686236294566,-5,08/06/2023 09:58:14,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,10292.1,10281.52,10292.1,10292.1,10281.52,10292.1,1,10292.1,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
3,1686254351986,08/06/2023 19:59:11,1686236351986,-5,08/06/2023 09:59:11,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,57430.58,57423.04000000001,57430.58,57430.58,57423.04000000001,57430.58,1,57430.58,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
4,1686254357907,08/06/2023 19:59:17,1686236357907,-5,08/06/2023 09:59:17,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,5929.539999999994,5915.619999999995,5929.539999999994,5929.539999999994,5915.619999999995,5929.539999999994,1,5929.539999999994,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
5,1686254366012,08/06/2023 19:59:26,1686236366012,-5,08/06/2023 09:59:26,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,8119.919999999998,8115.240000000005,8119.919999999998,8119.919999999998,8115.240000000005,8119.919999999998,1,8119.919999999998,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
6,1686254373536,08/06/2023 19:59:33,1686236373536,-5,08/06/2023 09:59:33,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,7527.679999999993,7515.239999999991,7527.679999999993,7527.679999999993,7515.239999999991,7527.679999999993,1,7527.679999999993,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
7,1686254383290,08/06/2023 19:59:43,1686236383290,-5,08/06/2023 09:59:43,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,9764.940000000002,9748.279999999999,9764.940000000002,9764.940000000002,9748.279999999999,9764.940000000002,1,9764.940000000002,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
8,1686254443278,08/06/2023 20:00:43,1686236443278,-5,08/06/2023 10:00:43,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,60005.96000000002,59989.30000000002,60005.96000000002,60005.96000000002,59989.30000000002,60005.96000000002,1,60005.96000000002,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
9,1686254451639,08/06/2023 20:00:51,1686236451639,-5,08/06/2023 10:00:51,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,8376.859999999986,8365.099999999977,8376.859999999986,8376.859999999986,8365.099999999977,8376.859999999986,1,8376.859999999986,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
10,1686254472888,08/06/2023 20:01:12,1686236472888,-5,08/06/2023 10:01:12,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,21261.76000000001,21246.26000000001,21261.76000000001,21261.76000000001,21246.26000000001,21261.76000000001,1,21261.76000000001,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
11,1686254479646,08/06/2023 20:01:19,1686236479646,-5,08/06/2023 10:01:19,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,6773.5,6765.399999999994,6773.5,6773.5,6765.399999999994,6773.5,1,6773.5,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
12,1686254479652,08/06/2023 20:01:19,1686236479652,-5,08/06/2023 10:01:19,127819,12,task-6yod,,29953516,BLIND,8918303,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x927,,Interpretation,5,ACB,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
