Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: __EMPTY_3,Manipulation: Spreadsheet
1,1686261920508,08/06/2023 22:05:20,1686236720508,-7,08/06/2023 08:05:20,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1686261936046,08/06/2023 22:05:36,1686236736046,-7,08/06/2023 08:05:36,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,15530,15513,15530,15530,15513,15530,1,15530,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
3,1686261949494,08/06/2023 22:05:49,1686236749494,-7,08/06/2023 08:05:49,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,13478.000000000007,13466,13478.000000000007,13478.000000000007,13466,13478.000000000007,1,13478.000000000007,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
4,1686261951027,08/06/2023 22:05:51,1686236751027,-7,08/06/2023 08:05:51,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,1544,1533,1544,1544,1533,1544,1,1544,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
5,1686261951802,08/06/2023 22:05:51,1686236751802,-7,08/06/2023 08:05:51,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,784,767,784,784,767,784,1,784,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
6,1686261952543,08/06/2023 22:05:52,1686236752543,-7,08/06/2023 08:05:52,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,761,750,761,761,750,761,1,761,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
7,1686261953227,08/06/2023 22:05:53,1686236753227,-7,08/06/2023 08:05:53,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,694,683,694,694,683,694,1,694,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
8,1686261953827,08/06/2023 22:05:53,1686236753827,-7,08/06/2023 08:05:53,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,612,600,612,612,600,612,1,612,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
9,1686261954468,08/06/2023 22:05:54,1686236754468,-7,08/06/2023 08:05:54,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,649,633,649,649,633,649,1,649,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
10,1686261955652,08/06/2023 22:05:55,1686236755652,-7,08/06/2023 08:05:55,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,1201,1184,1201,1201,1184,1201,1,1201,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
11,1686261956476,08/06/2023 22:05:56,1686236756476,-7,08/06/2023 08:05:56,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,844,833,844,844,833,844,1,844,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
12,1686261956481,08/06/2023 22:05:56,1686236756481,-7,08/06/2023 08:05:56,127819,12,task-6yod,,29953728,BLIND,8918222,,complete,,,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,375x812,375x637,,Interpretation,5,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1686263368092,08/06/2023 22:29:28,1686238168092,-7,08/06/2023 08:29:28,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1686263388032,08/06/2023 22:29:48,1686238188032,-7,08/06/2023 08:29:48,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,23471,23465,23471,23471,23465,23471,1,23471,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
3,1686263392878,08/06/2023 22:29:52,1686238192878,-7,08/06/2023 08:29:52,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,4853,4851,4853,4853,4851,4853,1,4853,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
4,1686263405342,08/06/2023 22:30:05,1686238205342,-7,08/06/2023 08:30:05,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,12466,12458,12466,12466,12458,12466,1,12466,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
5,1686263412630,08/06/2023 22:30:12,1686238212630,-7,08/06/2023 08:30:12,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,7295,7286,7295,7295,7286,7295,1,7295,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
6,1686263422784,08/06/2023 22:30:22,1686238222784,-7,08/06/2023 08:30:22,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,10163,10154,10163,10163,10154,10163,1,10163,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
7,1686263433172,08/06/2023 22:30:33,1686238233172,-7,08/06/2023 08:30:33,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,10396,10389,10396,10396,10389,10396,1,10396,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
8,1686263440117,08/06/2023 22:30:40,1686238240117,-7,08/06/2023 08:30:40,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,6953,6936,6953,6953,6936,6953,1,6953,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
9,1686263447710,08/06/2023 22:30:47,1686238247710,-7,08/06/2023 08:30:47,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,7609,7604,7609,7609,7604,7609,1,7609,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
10,1686263458028,08/06/2023 22:30:58,1686238258028,-7,08/06/2023 08:30:58,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,10321,10304,10321,10321,10304,10321,1,10321,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
11,1686263466208,08/06/2023 22:31:06,1686238266208,-7,08/06/2023 08:31:06,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,8199,8188,8199,8199,8188,8199,1,8199,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
12,1686263466212,08/06/2023 22:31:06,1686238266212,-7,08/06/2023 08:31:06,127819,12,task-6yod,,29954922,BLIND,8918467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x720,,Interpretation,5,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1686259782022,08/06/2023 21:29:42,1686238182022,-6,08/06/2023 09:29:42,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1686259812573,08/06/2023 21:30:12,1686238212573,-6,08/06/2023 09:30:12,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,30564.758999999995,30547.654999999995,30564.758999999995,30564.758999999995,30547.654999999995,30564.758999999995,1,30564.758999999995,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
3,1686259841079,08/06/2023 21:30:41,1686238241079,-6,08/06/2023 09:30:41,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,28527.866000023845,28511.311,28527.866000023845,28527.866000023845,28511.311,28527.866000023845,1,28527.866000023845,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
4,1686259858011,08/06/2023 21:30:58,1686238258011,-6,08/06/2023 09:30:58,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,16948.85499997616,16933.456000000006,16948.85499997616,16948.85499997616,16933.456000000006,16948.85499997616,1,16948.85499997616,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
5,1686259877202,08/06/2023 21:31:17,1686238277202,-6,08/06/2023 09:31:17,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,19202.564000000013,19185.864,19202.564000000013,19202.564000000013,19185.864,19202.564000000013,1,19202.564000000013,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
6,1686259921213,08/06/2023 21:32:01,1686238321213,-6,08/06/2023 09:32:01,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,44027.114000000016,44010.441000000006,44027.114000000016,44027.114000000016,44010.441000000006,44027.114000000016,1,44027.114000000016,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
7,1686259950225,08/06/2023 21:32:30,1686238350225,-6,08/06/2023 09:32:30,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,29028.957999999955,29012.28999999998,29028.957999999955,29028.957999999955,29012.28999999998,29028.957999999955,1,29028.957999999955,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
8,1686259969326,08/06/2023 21:32:49,1686238369326,-6,08/06/2023 09:32:49,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,19119.08799999999,19102.410000000003,19119.08799999999,19119.08799999999,19102.410000000003,19119.08799999999,1,19119.08799999999,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
9,1686259996854,08/06/2023 21:33:16,1686238396854,-6,08/06/2023 09:33:16,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,27544.01099999997,27527.372999999992,27544.01099999997,27544.01099999997,27527.372999999992,27544.01099999997,1,27544.01099999997,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
10,1686260018861,08/06/2023 21:33:38,1686238418861,-6,08/06/2023 09:33:38,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,22022.159999999974,22005.443,22022.159999999974,22022.159999999974,22005.443,22022.159999999974,1,22022.159999999974,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
11,1686260039687,08/06/2023 21:33:59,1686238439687,-6,08/06/2023 09:33:59,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,20848.278000023856,20837.280000000028,20848.278000023856,20848.278000023856,20837.280000000028,20848.278000023856,1,20848.278000023856,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
12,1686260039701,08/06/2023 21:33:59,1686238439701,-6,08/06/2023 09:33:59,127819,12,task-6yod,,29955004,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,Interpretation,5,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1686253585084,08/06/2023 19:46:25,1686239185084,-4,08/06/2023 11:46:25,127819,12,task-6yod,,29955467,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Interpretation,5,ABC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1686253604749,08/06/2023 19:46:44,1686239204749,-4,08/06/2023 11:46:44,127819,12,task-6yod,,29955467,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Interpretation,5,ABC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,19677.77699999702,19667.576999999997,19677.77699999702,19677.77699999702,19667.576999999997,19677.77699999702,1,19677.77699999702,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
3,1686253606498,08/06/2023 19:46:46,1686239206498,-4,08/06/2023 11:46:46,127819,12,task-6yod,,29955467,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Interpretation,5,ABC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,1758.9000000000015,1750.826000000001,1758.9000000000015,1758.9000000000015,1750.826000000001,1758.9000000000015,1,1758.9000000000015,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
