"","participant","key_resp_3.keys","prompt","correct","opt_a","correct_opt","pre_post","L1"
"196","5c1e6b9eaf2bd30001ecc163","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Portuguese"
"197","5c1e6b9eaf2bd30001ecc163","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"198","5c1e6b9eaf2bd30001ecc163","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"199","5c1e6b9eaf2bd30001ecc163","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"200","5c1e6b9eaf2bd30001ecc163","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"201","5c3879f33c4f7e00011f7ed8","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"202","5c3879f33c4f7e00011f7ed8","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"203","5c3879f33c4f7e00011f7ed8","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"204","5c3879f33c4f7e00011f7ed8","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"205","5c3879f33c4f7e00011f7ed8","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Portuguese"
"206","5c3879f33c4f7e00011f7ed8","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"207","5c3879f33c4f7e00011f7ed8","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Portuguese"
"208","5c3879f33c4f7e00011f7ed8","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"209","5c3879f33c4f7e00011f7ed8","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"210","5c3879f33c4f7e00011f7ed8","1","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",0,"post","Portuguese"
"211","5d3a11ab26ef9c0001d95a30","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"212","5d3a11ab26ef9c0001d95a30","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Portuguese"
"213","5d3a11ab26ef9c0001d95a30","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Portuguese"
"214","5d3a11ab26ef9c0001d95a30","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"215","5d3a11ab26ef9c0001d95a30","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"216","5d3a11ab26ef9c0001d95a30","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"217","5d3a11ab26ef9c0001d95a30","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"218","5d3a11ab26ef9c0001d95a30","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"219","5d3a11ab26ef9c0001d95a30","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"220","5d3a11ab26ef9c0001d95a30","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"221","5d8794b64a462d001a65469d","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Portuguese"
"222","5d8794b64a462d001a65469d","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"223","5d8794b64a462d001a65469d","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"224","5d8794b64a462d001a65469d","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"225","5d8794b64a462d001a65469d","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"226","5d8794b64a462d001a65469d","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"227","5d8794b64a462d001a65469d","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"228","5d8794b64a462d001a65469d","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"229","5d8794b64a462d001a65469d","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Portuguese"
"230","5d8794b64a462d001a65469d","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"231","5d8a6557302eee001a5b8385","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"232","5d8a6557302eee001a5b8385","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Portuguese"
"233","5d8a6557302eee001a5b8385","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"234","5d8a6557302eee001a5b8385","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"235","5d8a6557302eee001a5b8385","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"236","5d8a6557302eee001a5b8385","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"237","5d8a6557302eee001a5b8385","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"238","5d8a6557302eee001a5b8385","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"239","5d8a6557302eee001a5b8385","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"240","5d8a6557302eee001a5b8385","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Portuguese"
"241","5da5fdef9a9dc5001484350b","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"242","5da5fdef9a9dc5001484350b","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"243","5da5fdef9a9dc5001484350b","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Portuguese"
"244","5da5fdef9a9dc5001484350b","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Portuguese"
"245","5da5fdef9a9dc5001484350b","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Portuguese"
"246","5da5fdef9a9dc5001484350b","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"247","5da5fdef9a9dc5001484350b","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"248","5da5fdef9a9dc5001484350b","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"249","5da5fdef9a9dc5001484350b","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"250","5da5fdef9a9dc5001484350b","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"251","5db9051361dab0000c7b51f4","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Portuguese"
"252","5db9051361dab0000c7b51f4","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"253","5db9051361dab0000c7b51f4","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Portuguese"
"254","5db9051361dab0000c7b51f4","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"255","5db9051361dab0000c7b51f4","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"256","5db9051361dab0000c7b51f4","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"257","5db9051361dab0000c7b51f4","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"258","5db9051361dab0000c7b51f4","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Portuguese"
"259","5db9051361dab0000c7b51f4","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"260","5db9051361dab0000c7b51f4","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"261","5df801d601423f5ab3dcf859","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"262","5df801d601423f5ab3dcf859","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"263","5df801d601423f5ab3dcf859","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"264","5df801d601423f5ab3dcf859","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"265","5df801d601423f5ab3dcf859","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"266","5df801d601423f5ab3dcf859","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"267","5df801d601423f5ab3dcf859","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"268","5df801d601423f5ab3dcf859","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"269","5df801d601423f5ab3dcf859","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Portuguese"
"270","5df801d601423f5ab3dcf859","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Portuguese"
"271","5e5ba8c45cd2ad38c93ca999","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"272","5e5ba8c45cd2ad38c93ca999","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"273","5e5ba8c45cd2ad38c93ca999","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Portuguese"
"274","5e5ba8c45cd2ad38c93ca999","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"275","5e5ba8c45cd2ad38c93ca999","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"276","5e5ba8c45cd2ad38c93ca999","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"277","5e5ba8c45cd2ad38c93ca999","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"278","5e5ba8c45cd2ad38c93ca999","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Portuguese"
"279","5e5ba8c45cd2ad38c93ca999","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Portuguese"
"280","5e5ba8c45cd2ad38c93ca999","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"281","5e9317f16914d115371902bd","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Portuguese"
"282","5e9317f16914d115371902bd","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"283","5e9317f16914d115371902bd","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"284","5e9317f16914d115371902bd","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Portuguese"
"285","5e9317f16914d115371902bd","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"286","5e9317f16914d115371902bd","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"287","5e9317f16914d115371902bd","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"288","5e9317f16914d115371902bd","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Portuguese"
"289","5e9317f16914d115371902bd","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"290","5e9317f16914d115371902bd","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"291","5e9774d2837b810ebe32666e","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Portuguese"
"292","5e9774d2837b810ebe32666e","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Portuguese"
"293","5e9774d2837b810ebe32666e","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Portuguese"
"294","5e9774d2837b810ebe32666e","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
"295","5e9774d2837b810ebe32666e","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"296","5e9774d2837b810ebe32666e","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Portuguese"
"297","5e9774d2837b810ebe32666e","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Portuguese"
"298","5e9774d2837b810ebe32666e","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Portuguese"
"299","5e9774d2837b810ebe32666e","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Portuguese"
"300","5e9774d2837b810ebe32666e","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Portuguese"
"301","5ea70a28a39e3c08bcda5ed3","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Portuguese"
"302","5ea70a28a39e3c08bcda5ed3","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Portuguese"
