Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
70,1680036964157,28/03/2023 20:56:04,1680022564157,-4,28/03/2023 12:56:04,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,68,main,main,l6tere,1,response,tick.png,912.4750000357599,911.3000000000029,912.4750000357599,912.4750000357599,911.3000000000029,912.4750000357599,1,0,912.4750000357599,0,0,,Click Response,Response,1,object-18,main,,2,denário,tick.png,word,word,,,
71,1680036964940,28/03/2023 20:56:04,1680022564940,-4,28/03/2023 12:56:04,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,69,main,main,l6tere,1,response,tick.png,784.875000023836,783.3849999999948,784.875000023836,784.875000023836,783.3849999999948,784.875000023836,1,0,784.875000023836,0,0,,Click Response,Response,1,object-18,main,,2,falcão,tick.png,word,word,,,
72,1680036965740,28/03/2023 20:56:05,1680022565740,-4,28/03/2023 12:56:05,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,70,main,main,l6tere,1,response,cross.png,801.0900000476831,800.0329999999958,801.0900000476831,801.0900000476831,800.0329999999958,801.0900000476831,1,0,801.0900000476831,0,0,,Click Response,Response,2,object-19,main,,2,maltono,cross.png,non,non,,,
73,1680036966723,28/03/2023 20:56:06,1680022566723,-4,28/03/2023 12:56:06,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,71,main,main,l6tere,1,response,tick.png,984.5570000476873,983.3910000000033,984.5570000476873,984.5570000476873,983.3910000000033,984.5570000476873,1,0,984.5570000476873,0,0,,Click Response,Response,1,object-18,main,,2,pueril,tick.png,word,word,,,
74,1680036968191,28/03/2023 20:56:08,1680022568191,-4,28/03/2023 12:56:08,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,72,main,main,l6tere,1,response,tick.png,1468.3660000357631,1466.755999999994,1468.3660000357631,1468.3660000357631,1466.755999999994,1468.3660000357631,0,0,1468.3660000357631,0,0,,Click Response,Response,1,object-18,main,,2,industo,cross.png,non,non,,,
75,1680036968790,28/03/2023 20:56:08,1680022568790,-4,28/03/2023 12:56:08,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,73,main,main,l6tere,1,response,cross.png,601.2100000000064,600.0280000000057,601.2100000000064,601.2100000000064,600.0280000000057,601.2100000000064,0,0,601.2100000000064,0,0,,Click Response,Response,2,object-19,main,,2,máquina,tick.png,word,word,,,
76,1680036969474,28/03/2023 20:56:09,1680022569474,-4,28/03/2023 12:56:09,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,74,main,main,l6tere,1,response,tick.png,684.7820000238426,683.3760000000038,684.7820000238426,684.7820000238426,683.3760000000038,684.7820000238426,1,0,684.7820000238426,0,0,,Click Response,Response,1,object-18,main,,2,paranoia,tick.png,word,word,,,
77,1680036973208,28/03/2023 20:56:13,1680022573208,-4,28/03/2023 12:56:13,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,75,main,main,l6tere,1,response,tick.png,3735.9060000238387,3733.5599999999977,3735.9060000238387,3735.9060000238387,3733.5599999999977,3735.9060000238387,1,0,3735.9060000238387,0,0,,Click Response,Response,1,object-18,main,,2,música,tick.png,word,word,,,
78,1680036974292,28/03/2023 20:56:14,1680022574292,-4,28/03/2023 12:56:14,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,76,main,main,l6tere,1,response,cross.png,1085.7459999999992,1083.3819999999978,1085.7459999999992,1085.7459999999992,1083.3819999999978,1085.7459999999992,0,0,1085.7459999999992,0,0,,Click Response,Response,2,object-19,main,,2,exausto,tick.png,word,word,,,
79,1680036974875,28/03/2023 20:56:14,1680022574875,-4,28/03/2023 12:56:14,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,77,main,main,l6tere,1,response,cross.png,585.3640000000014,583.3790000000008,585.3640000000014,585.3640000000014,583.3790000000008,585.3640000000014,0,0,585.3640000000014,0,0,,Click Response,Response,2,object-19,main,,2,rebelde,tick.png,word,word,,,
80,1680036975992,28/03/2023 20:56:15,1680022575992,-4,28/03/2023 12:56:15,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,78,main,main,l6tere,1,response,cross.png,1119.1850000476843,1116.7189999999973,1119.1850000476843,1119.1850000476843,1116.7189999999973,1119.1850000476843,1,0,1119.1850000476843,0,0,,Click Response,Response,2,object-19,main,,2,afessa,cross.png,non,non,,,
81,1680036976774,28/03/2023 20:56:16,1680022576774,-4,28/03/2023 12:56:16,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,79,main,main,l6tere,1,response,cross.png,784.966000047687,783.3709999999992,784.966000047687,784.966000047687,783.3709999999992,784.966000047687,0,0,784.966000047687,0,0,,Click Response,Response,2,object-19,main,,2,cólera,tick.png,word,word,,,
82,1680036977475,28/03/2023 20:56:17,1680022577475,-4,28/03/2023 12:56:17,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,80,main,main,l6tere,1,response,tick.png,701.4950000238459,700.0380000000005,701.4950000238459,701.4950000238459,700.0380000000005,701.4950000238459,1,0,701.4950000238459,0,0,,Click Response,Response,1,object-18,main,,2,abutre,tick.png,word,word,,,
83,1680036978741,28/03/2023 20:56:18,1680022578741,-4,28/03/2023 12:56:18,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,81,main,main,l6tere,1,response,cross.png,1268.1570000119245,1266.7550000000047,1268.1570000119245,1268.1570000119245,1266.7550000000047,1268.1570000119245,0,0,1268.1570000119245,0,0,,Click Response,Response,2,object-19,main,,2,adaga,tick.png,word,word,,,
84,1680036979975,28/03/2023 20:56:19,1680022579975,-4,28/03/2023 12:56:19,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,82,main,main,l6tere,1,response,tick.png,1235.2020000238408,1233.400999999998,1235.2020000238408,1235.2020000238408,1233.400999999998,1235.2020000238408,1,0,1235.2020000238408,0,0,,Click Response,Response,1,object-18,main,,2,veludo,tick.png,word,word,,,
85,1680036981208,28/03/2023 20:56:21,1680022581208,-4,28/03/2023 12:56:21,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,83,main,main,l6tere,1,response,tick.png,1234.4010000476846,1233.3859999999986,1234.4010000476846,1234.4010000476846,1233.3859999999986,1234.4010000476846,1,0,1234.4010000476846,0,0,,Click Response,Response,1,object-18,main,,2,noção,tick.png,word,word,,,
86,1680036981925,28/03/2023 20:56:21,1680022581925,-4,28/03/2023 12:56:21,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,84,main,main,l6tere,1,response,cross.png,718.7150000357651,716.7250000000058,718.7150000357651,718.7150000357651,716.7250000000058,718.7150000357651,1,0,718.7150000357651,0,0,,Click Response,Response,2,object-19,main,,2,efama,cross.png,non,non,,,
87,1680036982841,28/03/2023 20:56:22,1680022582841,-4,28/03/2023 12:56:22,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,85,main,main,l6tere,1,response,tick.png,917.6900000238384,916.6999999999971,917.6900000238384,917.6900000238384,916.6999999999971,917.6900000238384,1,0,917.6900000238384,0,0,,Click Response,Response,1,object-18,main,,2,mochila,tick.png,word,word,,,
88,1680036984108,28/03/2023 20:56:24,1680022584108,-4,28/03/2023 12:56:24,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,86,main,main,l6tere,1,response,cross.png,1268.5900000476831,1266.7350000000006,1268.5900000476831,1268.5900000476831,1266.7350000000006,1268.5900000476831,1,0,1268.5900000476831,0,0,,Click Response,Response,2,object-19,main,,2,fracora,cross.png,non,non,,,
89,1680036985059,28/03/2023 20:56:25,1680022585059,-4,28/03/2023 12:56:25,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,87,main,main,l6tere,1,response,tick.png,951.8550000476826,950.0559999999969,951.8550000476826,951.8550000476826,950.0559999999969,951.8550000476826,1,0,951.8550000476826,0,0,,Click Response,Response,1,object-18,main,,2,encalce,tick.png,word,word,,,
90,1680036985924,28/03/2023 20:56:25,1680022585924,-4,28/03/2023 12:56:25,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,88,main,main,l6tere,1,response,tick.png,867.6990000238438,866.7200000000012,867.6990000238438,867.6990000238438,866.7200000000012,867.6990000238438,1,0,867.6990000238438,0,0,,Click Response,Response,1,object-18,main,,2,marmita,tick.png,word,word,,,
91,1680036986791,28/03/2023 20:56:26,1680022586791,-4,28/03/2023 12:56:26,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,89,main,main,l6tere,1,response,tick.png,867.6790000119217,866.7090000000026,867.6790000119217,867.6790000119217,866.7090000000026,867.6790000119217,1,0,867.6790000119217,0,0,,Click Response,Response,1,object-18,main,,2,engenhoso,tick.png,word,word,,,
92,1680036987775,28/03/2023 20:56:27,1680022587775,-4,28/03/2023 12:56:27,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,90,main,main,l6tere,1,response,tick.png,984.9700000119192,983.3910000000033,984.9700000119192,984.9700000119192,983.3910000000033,984.9700000119192,1,0,984.9700000119192,0,0,,Click Response,Response,1,object-18,main,,2,profecia,tick.png,word,word,,,
93,1680036988541,28/03/2023 20:56:28,1680022588541,-4,28/03/2023 12:56:28,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,91,main,main,l6tere,1,response,cross.png,768.0790000119159,766.708999999988,768.0790000119159,768.0790000119159,766.708999999988,768.0790000119159,1,0,768.0790000119159,0,0,,Click Response,Response,2,object-19,main,,2,batesta,cross.png,non,non,,,
94,1680036989208,28/03/2023 20:56:29,1680022589208,-4,28/03/2023 12:56:29,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,92,main,main,l6tere,1,response,tick.png,668.1700000238488,666.7150000000111,668.1700000238488,668.1700000238488,666.7150000000111,668.1700000238488,0,0,668.1700000238488,0,0,,Click Response,Response,1,object-18,main,,2,medato,cross.png,non,non,,,
95,1680036990192,28/03/2023 20:56:30,1680022590192,-4,28/03/2023 12:56:30,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,93,main,main,l6tere,1,response,tick.png,985.0550000476796,983.3940000000002,985.0550000476796,985.0550000476796,983.3940000000002,985.0550000476796,1,0,985.0550000476796,0,0,,Click Response,Response,1,object-18,main,,2,fatídica,tick.png,word,word,,,
96,1680036990194,28/03/2023 20:56:30,1680022590194,-4,28/03/2023 12:56:30,127819,11,task-gdok,,28498526,BLIND,8470256,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,2560x1440,2048x1057,,Portuguese lextale,3,CAB,AB,lextpt,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,
1,1680036899363,28/03/2023 20:54:59,1680022499363,-4,28/03/2023 12:54:59,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,
2,1680036965023,28/03/2023 20:56:05,1680022565023,-4,28/03/2023 12:56:05,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,1,instructions,Screen 1,pemmcz,1,continue,,65689.34899998212,65672.507,65689.34899998212,65689.34899998212,65672.507,65689.34899998212,1,0,65689.34899998212,0,0,,Click To Continue,Continue Button,2,object-5,instructions,,,,,,,,,
3,1680036986574,28/03/2023 20:56:26,1680022586574,-4,28/03/2023 12:56:26,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,1,main,main,l6tere,1,response,cross.png,21569.042,21540.494000000006,21569.042,21569.042,21540.494000000006,21569.042,1,0,21569.042,0,0,,Click Response,Response,2,object-19,main,,1,batata,cross.png,word,filler,,,
4,1680037000861,28/03/2023 20:56:40,1680022600861,-4,28/03/2023 12:56:40,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,2,main,main,l6tere,1,response,cross.png,14315.447999976153,14299.080000000002,14315.447999976153,14315.447999976153,14299.080000000002,14315.447999976153,1,0,14315.447999976153,0,0,,Click Response,Response,2,object-19,main,,1,batuiti,cross.png,non,filler,,,
5,1680037175524,28/03/2023 20:59:35,1680022775524,-4,28/03/2023 12:59:35,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,3,main,main,l6tere,1,response,cross.png,174679.66799998807,174676.00900000002,174679.66799998807,174679.66799998807,174676.00900000002,174679.66799998807,1,0,174679.66799998807,0,0,,Click Response,Response,2,object-19,main,,1,fortane,cross.png,non,filler,,,
6,1680037202127,28/03/2023 21:00:02,1680022802127,-4,28/03/2023 13:00:02,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,4,main,main,l6tere,1,response,tick.png,26606.85899997613,26596.21299999999,26606.85899997613,26606.85899997613,26596.21299999999,26606.85899997613,1,0,26606.85899997613,0,0,,Click Response,Response,1,object-18,main,,2,padrasto,tick.png,word,word,,,
7,1680037225132,28/03/2023 21:00:25,1680022825132,-4,28/03/2023 13:00:25,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,5,main,main,l6tere,1,response,tick.png,23015.545999982103,23008.513999999966,23015.545999982103,23015.545999982103,23008.513999999966,23015.545999982103,1,0,23015.545999982103,0,0,,Click Response,Response,1,object-18,main,,2,lembrança,tick.png,word,word,,,
8,1680037249036,28/03/2023 21:00:49,1680022849036,-4,28/03/2023 13:00:49,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,6,main,main,l6tere,1,response,tick.png,23910.931999988097,23909.833000000042,23910.931999988097,23910.931999988097,23909.833000000042,23910.931999988097,0,0,23910.931999988097,0,0,,Click Response,Response,1,object-18,main,,2,lareita,cross.png,non,non,,,
9,1680037266144,28/03/2023 21:01:06,1680022866144,-4,28/03/2023 13:01:06,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,7,main,main,l6tere,1,response,tick.png,17108.898999999976,17102.27099999995,17108.898999999976,17108.898999999976,17102.27099999995,17108.898999999976,1,0,17108.898999999976,0,0,,Click Response,Response,1,object-18,main,,2,urtiga,tick.png,word,word,,,
10,1680037277665,28/03/2023 21:01:17,1680022877665,-4,28/03/2023 13:01:17,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,8,main,main,l6tere,1,response,cross.png,11527.427999982145,11512.529000000039,11527.427999982145,11527.427999982145,11512.529000000039,11527.427999982145,1,0,11527.427999982145,0,0,,Click Response,Response,2,object-19,main,,2,emerro,cross.png,non,non,,,
11,1680037292310,28/03/2023 21:01:32,1680022892310,-4,28/03/2023 13:01:32,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,9,main,main,l6tere,1,response,cross.png,14659.498999976146,14649.809000000008,14659.498999976146,14659.498999976146,14649.809000000008,14659.498999976146,0,0,14659.498999976146,0,0,,Click Response,Response,2,object-19,main,,2,hedionda,tick.png,word,word,,,
12,1680037326077,28/03/2023 21:02:06,1680022926077,-4,28/03/2023 13:02:06,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,10,main,main,l6tere,1,response,tick.png,33777.78999999998,33770.448999999964,33777.78999999998,33777.78999999998,33770.448999999964,33777.78999999998,1,0,33777.78999999998,0,0,,Click Response,Response,1,object-18,main,,2,inalação,tick.png,word,word,,,
13,1680037338135,28/03/2023 21:02:18,1680022938135,-4,28/03/2023 13:02:18,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,11,main,main,l6tere,1,response,tick.png,12064.540999988094,12063.168000000005,12064.540999988094,12064.540999988094,12063.168000000005,12064.540999988094,1,0,12064.540999988094,0,0,,Click Response,Response,1,object-18,main,,2,jusante,tick.png,word,word,,,
14,1680037350504,28/03/2023 21:02:30,1680022950504,-4,28/03/2023 13:02:30,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,12,main,main,l6tere,1,response,tick.png,12370.872999988089,12363.955000000016,12370.872999988089,12370.872999988089,12363.955000000016,12370.872999988089,1,0,12370.872999988089,0,0,,Click Response,Response,1,object-18,main,,2,comunhão,tick.png,word,word,,,
15,1680037378729,28/03/2023 21:02:58,1680022978729,-4,28/03/2023 13:02:58,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,13,main,main,l6tere,1,response,tick.png,28231.304000000004,28214.462,28231.304000000004,28231.304000000004,28214.462,28231.304000000004,0,0,28231.304000000004,0,0,,Click Response,Response,1,object-18,main,,2,curvere,cross.png,non,non,,,
16,1680037388423,28/03/2023 21:03:08,1680022988423,-4,28/03/2023 13:03:08,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,14,main,main,l6tere,1,response,cross.png,9712.155999976152,9710.402000000002,9712.155999976152,9712.155999976152,9710.402000000002,9712.155999976152,1,0,9712.155999976152,0,0,,Click Response,Response,2,object-19,main,,2,piejo,cross.png,non,non,,,
17,1680037409998,28/03/2023 21:03:29,1680023009998,-4,28/03/2023 13:03:29,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,15,main,main,l6tere,1,response,tick.png,21576.15399998211,21573.801999999967,21576.15399998211,21576.15399998211,21573.801999999967,21576.15399998211,1,0,21576.15399998211,0,0,,Click Response,Response,1,object-18,main,,2,careta,tick.png,word,word,,,
18,1680037413844,28/03/2023 21:03:33,1680023013844,-4,28/03/2023 13:03:33,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,16,main,main,l6tere,1,response,cross.png,3848.552000000025,3837.7150000000256,3848.552000000025,3848.552000000025,3837.7150000000256,3848.552000000025,0,0,3848.552000000025,0,0,,Click Response,Response,2,object-19,main,,2,inferior,tick.png,word,word,,,
19,1680037415501,28/03/2023 21:03:35,1680023015501,-4,28/03/2023 13:03:35,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,17,main,main,l6tere,1,response,cross.png,1668.0369999880786,1651.6930000000284,1668.0369999880786,1668.0369999880786,1651.6930000000284,1668.0369999880786,0,0,1668.0369999880786,0,0,,Click Response,Response,2,object-19,main,,2,molecular,tick.png,word,word,,,
20,1680037435026,28/03/2023 21:03:55,1680023035026,-4,28/03/2023 13:03:55,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,18,main,main,l6tere,1,response,cross.png,19540.74399999401,19538.23999999999,19540.74399999401,19540.74399999401,19538.23999999999,19540.74399999401,1,0,19540.74399999401,0,0,,Click Response,Response,2,object-19,main,,2,centiga,cross.png,non,non,,,
21,1680037452942,28/03/2023 21:04:12,1680023052942,-4,28/03/2023 13:04:12,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,19,main,main,l6tere,1,response,tick.png,17918.30399997614,17903.201,17918.30399997614,17918.30399997614,17903.201,17918.30399997614,1,0,17918.30399997614,0,0,,Click Response,Response,1,object-18,main,,2,propósito,tick.png,word,word,,,
22,1680037461893,28/03/2023 21:04:21,1680023061893,-4,28/03/2023 13:04:21,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,20,main,main,l6tere,1,response,tick.png,8966.102999976138,8960.03899999999,8966.102999976138,8966.102999976138,8960.03899999999,8966.102999976138,1,0,8966.102999976138,0,0,,Click Response,Response,1,object-18,main,,2,espólio,tick.png,word,word,,,
23,1680037494575,28/03/2023 21:04:54,1680023094575,-4,28/03/2023 13:04:54,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,21,main,main,l6tere,1,response,cross.png,32687.66399999999,32685.810999999987,32687.66399999999,32687.66399999999,32685.810999999987,32687.66399999999,1,0,32687.66399999999,0,0,,Click Response,Response,2,object-19,main,,2,sonila,cross.png,non,non,,,
24,1680037523990,28/03/2023 21:05:23,1680023123990,-4,28/03/2023 13:05:23,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,22,main,main,l6tere,1,response,cross.png,29417.75299997616,29415.86400000006,29417.75299997616,29417.75299997616,29415.86400000006,29417.75299997616,1,0,29417.75299997616,0,0,,Click Response,Response,2,object-19,main,,2,vinhala,cross.png,non,non,,,
25,1680037532490,28/03/2023 21:05:32,1680023132490,-4,28/03/2023 13:05:32,127819,11,task-gdok,,28498558,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Portuguese lextale,3,CBA,BA,lextpt,23,main,main,l6tere,1,response,tick.png,8501.788999982062,8492.569999999949,8501.788999982062,8501.788999982062,8492.569999999949,8501.788999982062,1,0,8501.788999982062,0,0,,Click Response,Response,1,object-18,main,,2,loucura,tick.png,word,word,,,
