Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
10,1680037709923,28/03/2023 21:08:29,1680023309923,-4,28/03/2023 13:08:29,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,10819.990000000093,10813.046000000002,10819.990000000093,10819.990000000093,10813.046000000002,10819.990000000093,1,0,10819.990000000093,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
11,1680037718241,28/03/2023 21:08:38,1680023318241,-4,28/03/2023 13:08:38,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,8324.94400000009,8313.864000000001,8324.94400000009,8324.94400000009,8313.864000000001,8324.94400000009,1,0,8324.94400000009,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
12,1680037718242,28/03/2023 21:08:38,1680023318242,-4,28/03/2023 13:08:38,127819,11,task-t5nj,,28498923,BLIND,8470276,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1440x900,1440x789,,collocation,6,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041549548,28/03/2023 22:12:29,1680023549548,-5,28/03/2023 12:12:29,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041550721,28/03/2023 22:12:30,1680023550721,-5,28/03/2023 12:12:30,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,6490.371,6473.696,6490.371,6490.371,6473.696,6490.371,1,0,6490.371,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
3,1680041558610,28/03/2023 22:12:38,1680023558610,-5,28/03/2023 12:12:38,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,7903.964999999998,7887.2919999999995,7903.964999999998,7903.964999999998,7887.2919999999995,7903.964999999998,1,0,7903.964999999998,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
4,1680041558665,28/03/2023 22:12:38,1680023558665,-5,28/03/2023 12:12:38,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,76.21200000007047,66.69700000000012,76.21200000007047,76.21200000007047,66.69700000000012,76.21200000007047,1,0,76.21200000007047,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
5,1680041570940,28/03/2023 22:12:50,1680023570940,-5,28/03/2023 12:12:50,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,12284.815,12273.891000000001,12284.815,12284.815,12273.891000000001,12284.815,1,0,12284.815,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
6,1680041570998,28/03/2023 22:12:50,1680023570998,-5,28/03/2023 12:12:50,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,66.70499999999811,50.02899999999863,66.70499999999811,66.70499999999811,50.02899999999863,66.70499999999811,1,0,66.70499999999811,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
7,1680041591315,28/03/2023 22:13:11,1680023591315,-5,28/03/2023 12:13:11,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,20336.195000000047,20325.950999999997,20336.195000000047,20336.195000000047,20325.950999999997,20336.195000000047,1,0,20336.195000000047,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
8,1680041591355,28/03/2023 22:13:11,1680023591355,-5,28/03/2023 12:13:11,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,50.02300000000105,33.34900000000198,50.02300000000105,50.02300000000105,33.34900000000198,50.02300000000105,1,0,50.02300000000105,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
9,1680041598547,28/03/2023 22:13:18,1680023598547,-5,28/03/2023 12:13:18,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,7208.895000000048,7199.0999999999985,7208.895000000048,7208.895000000048,7199.0999999999985,7208.895000000048,1,0,7208.895000000048,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
10,1680041598594,28/03/2023 22:13:18,1680023598594,-5,28/03/2023 12:13:18,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,56.59500000009575,49.97400000000198,56.59500000009575,56.59500000009575,49.97400000000198,56.59500000009575,1,0,56.59500000009575,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
11,1680041600550,28/03/2023 22:13:20,1680023600550,-5,28/03/2023 12:13:20,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,1955.3499999999985,1938.6800000000003,1955.3499999999985,1955.3499999999985,1938.6800000000003,1955.3499999999985,1,0,1955.3499999999985,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
12,1680041600553,28/03/2023 22:13:20,1680023600553,-5,28/03/2023 12:13:20,127819,11,task-t5nj,,28499106,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,collocation,6,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680038249812,28/03/2023 21:17:29,1680023849812,-4,28/03/2023 13:17:29,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680038308651,28/03/2023 21:18:28,1680023908651,-4,28/03/2023 13:18:28,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,58864.05099995232,58855.248999999996,58864.05099995232,58864.05099995232,58855.248999999996,58864.05099995232,1,0,58864.05099995232,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
3,1680038316289,28/03/2023 21:18:36,1680023916289,-4,28/03/2023 13:18:36,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,7646.401999976159,7631.931000000004,7646.401999976159,7646.401999976159,7631.931000000004,7646.401999976159,1,0,7646.401999976159,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
4,1680038320991,28/03/2023 21:18:40,1680023920991,-4,28/03/2023 13:18:40,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,4716.770999928471,4715.593999999997,4716.770999928471,4716.770999928471,4715.593999999997,4716.770999928471,1,0,4716.770999928471,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
5,1680038326802,28/03/2023 21:18:46,1680023926802,-4,28/03/2023 13:18:46,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,5811.476999999999,5799.167000000001,5811.476999999999,5811.476999999999,5799.167000000001,5811.476999999999,1,0,5811.476999999999,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
6,1680038334193,28/03/2023 21:18:54,1680023934193,-4,28/03/2023 13:18:54,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,7403.509999928472,7398.190999999992,7403.509999928472,7403.509999928472,7398.190999999992,7403.509999928472,1,0,7403.509999928472,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
7,1680038338685,28/03/2023 21:18:58,1680023938685,-4,28/03/2023 13:18:58,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,4497.619000000006,4482.349000000002,4497.619000000006,4497.619000000006,4482.349000000002,4497.619000000006,1,0,4497.619000000006,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
8,1680038346121,28/03/2023 21:19:06,1680023946121,-4,28/03/2023 13:19:06,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,7451.370000023846,7448.5320000000065,7451.370000023846,7451.370000023846,7448.5320000000065,7451.370000023846,1,0,7451.370000023846,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
9,1680038358162,28/03/2023 21:19:18,1680023958162,-4,28/03/2023 13:19:18,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,12043.83800002384,12030.978999999992,12043.83800002384,12043.83800002384,12030.978999999992,12043.83800002384,1,0,12043.83800002384,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
10,1680038366005,28/03/2023 21:19:26,1680023966005,-4,28/03/2023 13:19:26,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,7855.558999952322,7848.479000000007,7855.558999952322,7855.558999952322,7848.479000000007,7855.558999952322,1,0,7855.558999952322,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
11,1680038374984,28/03/2023 21:19:34,1680023974984,-4,28/03/2023 13:19:34,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,8986.079999952315,8981.525999999998,8986.079999952315,8986.079999952315,8981.525999999998,8986.079999952315,1,0,8986.079999952315,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
12,1680038374991,28/03/2023 21:19:34,1680023974991,-4,28/03/2023 13:19:34,127819,11,task-t5nj,,28499379,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,6,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680049333604,29/03/2023 00:22:13,1680024133604,-7,28/03/2023 10:22:13,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680049369538,29/03/2023 00:22:49,1680024169538,-7,28/03/2023 10:22:49,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,35930,35913,35930,35930,35913,35930,1,0,35930,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
3,1680049378602,29/03/2023 00:22:58,1680024178602,-7,28/03/2023 10:22:58,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,9085,9068,9085,9085,9068,9085,1,0,9085,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
4,1680049387481,29/03/2023 00:23:07,1680024187481,-7,28/03/2023 10:23:07,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,8895,8879,8895,8895,8879,8895,1,0,8895,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
5,1680049392692,29/03/2023 00:23:12,1680024192692,-7,28/03/2023 10:23:12,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,5229,5212,5229,5229,5212,5229,1,0,5229,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
6,1680049401865,29/03/2023 00:23:21,1680024201865,-7,28/03/2023 10:23:21,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,9180,9164,9180,9180,9164,9180,1,0,9180,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
7,1680049412891,29/03/2023 00:23:32,1680024212891,-7,28/03/2023 10:23:32,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,11052,11035,11052,11052,11035,11052,1,0,11052,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
8,1680049421500,29/03/2023 00:23:41,1680024221500,-7,28/03/2023 10:23:41,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,8625,8608,8625,8625,8608,8625,1,0,8625,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
9,1680049429827,29/03/2023 00:23:49,1680024229827,-7,28/03/2023 10:23:49,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,8344,8327,8344,8344,8327,8344,1,0,8344,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
10,1680049433871,29/03/2023 00:23:53,1680024233871,-7,28/03/2023 10:23:53,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,4058,4042,4058,4058,4042,4058,1,0,4058,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
11,1680049437007,29/03/2023 00:23:57,1680024237007,-7,28/03/2023 10:23:57,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,3156,3139,3156,3156,3139,3156,1,0,3156,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
12,1680049437011,29/03/2023 00:23:57,1680024237011,-7,28/03/2023 10:23:57,127819,11,task-t5nj,,28499559,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,collocation,6,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680049375396,29/03/2023 00:22:55,1680024175396,-7,28/03/2023 10:22:55,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680049387645,29/03/2023 00:23:07,1680024187645,-7,28/03/2023 10:23:07,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,12258.957999999999,12250.782,12258.957999999999,12258.957999999999,12250.782,12258.957999999999,1,0,12258.957999999999,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
3,1680049408962,29/03/2023 00:23:28,1680024208962,-7,28/03/2023 10:23:28,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,21325.775999904632,21316.250999999997,21325.775999904632,21325.775999904632,21316.250999999997,21325.775999904632,1,0,21325.775999904632,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
4,1680049423396,29/03/2023 00:23:43,1680024223396,-7,28/03/2023 10:23:43,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,14443.824999856952,14432.756000000001,14443.824999856952,14443.824999856952,14432.756000000001,14443.824999856952,1,0,14443.824999856952,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
5,1680049438461,29/03/2023 00:23:58,1680024238461,-7,28/03/2023 10:23:58,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,15076.368999809267,15069.401000000005,15076.368999809267,15076.368999809267,15069.401000000005,15076.368999809267,1,0,15076.368999809267,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
6,1680049443978,29/03/2023 00:24:03,1680024243978,-7,28/03/2023 10:24:03,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,5524.367999904629,5516.445999999996,5524.367999904629,5524.367999904629,5516.445999999996,5524.367999904629,1,0,5524.367999904629,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
7,1680049450245,29/03/2023 00:24:10,1680024250245,-7,28/03/2023 10:24:10,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,6275.121999952316,6267.168000000005,6275.121999952316,6275.121999952316,6267.168000000005,6275.121999952316,1,0,6275.121999952316,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
8,1680049458978,29/03/2023 00:24:18,1680024258978,-7,28/03/2023 10:24:18,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,8741.35399980926,8732.983999999997,8741.35399980926,8741.35399980926,8732.983999999997,8741.35399980926,1,0,8741.35399980926,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
9,1680049464394,29/03/2023 00:24:24,1680024264394,-7,28/03/2023 10:24:24,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,5424.669999999998,5417.539000000004,5424.669999999998,5424.669999999998,5417.539000000004,5424.669999999998,1,0,5424.669999999998,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
